,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
1242,Fernandinho,Defensive Midfield,20,Atlético-PR,Italy Serie A,Shakhtar D.,Premier League,6,0.5,7.8,2
1243,Giorgio Chiellini,Centre-Back,20,Fiorentina,Italy Serie A,Juventus,Italy Serie A,6,9.0,7.7,3
1244,John Carew,Centre-Forward,25,Besiktas,Turkish Super Lig,Olympique Lyon,French Ligue 1,6,7.0,7.6,1
1245,Jon Dahl Tomasson,Centre-Forward,28,AC Milan,Italy Serie A,VfB Stuttgart,German Bundesliga,6,15.0,7.5,1
1246,Craig Bellamy,Left Winger,26,Newcastle,Premier League,Blackburn,Premier League,6,9.0,7.5,1
1247,Benoît Pedretti,Defensive Midfield,24,Marseille,French Ligue 1,Olympique Lyon,French Ligue 1,6,9.0,7.5,2
1248,Domenico Morfeo,Attacking Midfield,29,Inter,Italy Serie A,Parma,Italy Serie A,6,6.0,7.5,2
1249,Stephen Makinwa,Centre-Forward,22,Atalanta,Italy Serie B,US Palermo,Italy Serie A,6,5.0,7.5,1
1250,Ji-seong Park,Attacking Midfield,24,PSV Eindhoven,Eredivisie League(Nederland),Man Utd,Premier League,6,5.0,7.3,2
1251,Mamadou Niang,Centre-Forward,25,R. Strasbourg,French Ligue 1,Marseille,French Ligue 1,6,5.0,7.0,1
1252,Kevin Kuranyi,Centre-Forward,23,VfB Stuttgart,German Bundesliga,FC Schalke 04,German Bundesliga,6,8.0,6.9,1
1253,Per Kröldrup,Centre-Back,25,Udinese Calcio,Italy Serie A,Everton,Premier League,6,7.0,6.8,3
1254,Frédéric Kanouté,Centre-Forward,27,Spurs,Premier League,Sevilla FC,LaLiga,6,7.5,6.5,1
1255,Henri Camara,Centre-Forward,28,Wolves,English League Championship,Wigan,Premier League,6,3.5,6.45,1
1256,Jan Kromkamp,Right-Back,24,AZ Alkmaar,Eredivisie League(Nederland),Villarreal CF,LaLiga,6,8.0,6.0,3
1257,John Utaka,Left Winger,23,Lens,French Ligue 1,Stade Rennais,French Ligue 1,6,7.0,6.0,1
1258,Camel Meriem,Attacking Midfield,25,G. Bordeaux,French Ligue 1,Monaco,French Ligue 1,6,6.0,6.0,2
1259,Benjani,Centre-Forward,27,AJ Auxerre,French Ligue 1,Portsmouth,Premier League,6,4.0,6.0,1
1260,Joseph Enakarhire,Centre-Back,22,Sporting CP,LaLiga,Dinamo Moscow,Premier League,6,2.25,6.0,3
1261,Manuel Pasqual,Left-Back,23,Arezzo,Italy Serie B,Fiorentina,Italy Serie A,6,1.7,6.0,3
1262,Valon Behrami,Defensive Midfield,20,Genoa,Italy Serie B,Lazio,Italy Serie A,6,0.5,6.0,2
1263,Emerson Sheik,Left Winger,26,Urawa Reds,Japanese League,Al Sadd,Qatar League,6,3.0,6.0,1
1264,Antonio Cassano,Second Striker,23,AS Roma,Italy Serie A,Real Madrid,LaLiga,6,2.75,5.5,1
1265,Riccardo Montolivo,Defensive Midfield,20,Atalanta,Italy Serie B,Fiorentina,Italy Serie A,6,5.0,5.5,2
1266,Markus Rosenberg,Centre-Forward,22,Malmö FF,Sweden League,AFC Ajax,Eredivisie League(Nederland),6,5.5,5.3,1
1267,Phil Neville,Right-Back,28,Man Utd,Premier League,Everton,Premier League,6,5.0,5.3,3
1268,Simon Davies,Right Midfield,25,Spurs,Premier League,Everton,Premier League,6,5.5,5.25,2
1269,Rafael van der Vaart,Attacking Midfield,22,AFC Ajax,Eredivisie League(Nederland),Hamburger SV,German Bundesliga,6,2.55,5.1,2
1270,Emre Belözoglu,Central Midfield,24,Inter,Italy Serie A,Newcastle,Premier League,6,12.0,5.0,2
1271,Torsten Frings,Defensive Midfield,28,Bayern Munich ,German Bundesliga,Werder Bremen,German Bundesliga,6,9.0,5.0,2
1272,Maxi Rodríguez,Left Winger,24,Espanyol,LaLiga,Atlético Madrid,LaLiga,6,7.0,5.0,1
1273,Timmy Simons,Defensive Midfield,28,Club Brugge,Jupiler Pro League(Belgium),PSV Eindhoven,Eredivisie League(Nederland),6,5.0,5.0,2
1274,Sylvain Monsoreau,Centre-Back,24,FC Sochaux,French Ligue 1,Olympique Lyon,French Ligue 1,6,5.0,5.0,3
1275,Jô,Centre-Forward,18,Corinthians,Italy Serie A,CSKA Moscow,Premier League,6,5.0,5.0,1
1276,Rafinha,Right-Back,19,Coritiba FC,Italy Serie A,FC Schalke 04,German Bundesliga,6,4.5,5.0,3
1277,Jérémy Mathieu,Centre-Back,21,FC Sochaux,French Ligue 1,Toulouse,French Ligue 1,6,3.5,5.0,3
1278,Carlos Diogo,Right-Back,21,River Plate,Argentina,Real Madrid,LaLiga,6,2.5,5.0,3
1279,Thomas Kahlenberg,Central Midfield,22,Bröndby IF,Denmark Superliga,AJ Auxerre,French Ligue 1,6,1.5,5.0,2
1280,Barreto,Second Striker,19,Treviso,Italy Serie A,Udinese Calcio,Italy Serie A,6,1.0,5.0,1
1281,Michele Canini,Centre-Back,20,Atalanta,Italy Serie B,Cagliari Calcio,Italy Serie A,6,0.25,5.0,3
1282,El-Hadji Diouf,Centre-Forward,24,Liverpool,Premier League,Bolton,Premier League,6,6.5,4.8,1
1283,Wilfred Bouma,Left-Back,27,PSV Eindhoven,Eredivisie League(Nederland),Aston Villa,Premier League,6,5.0,4.7,3
1284,Tom Huddlestone,Defensive Midfield,18,Derby,English League Championship,Spurs,Premier League,6,4.7,4.7,2
1285,Mikael Forssell,Centre-Forward,24,Chelsea,Premier League,Birmingham,Premier League,6,7.0,4.5,1
1286,Mozart,Defensive Midfield,25,Reggina,Italy Serie A,Spartak Moscow,Premier League,6,5.0,4.5,2
1287,Igor Semshov,Central Midfield,27,Torpedo Moscow,Premier League,Dinamo Moscow,Premier League,6,4.0,4.5,2
1288,Martin Stranzl,Centre-Back,25,VfB Stuttgart,German Bundesliga,Spartak Moscow,Premier League,6,3.5,4.5,3
1289,Darren Bent,Centre-Forward,21,Ipswich,English League Championship,Charlton,Premier League,6,3.5,4.5,1
1290,Nathan Ellington,Centre-Forward,24,Wigan,Premier League,West Brom,Premier League,6,2.25,4.5,1
1291,Lima,Centre-Forward,23,Atlético-PR,Italy Serie A,Ittihad,Saudi Arabia League,6,0.2,4.5,1
1292,Lassana Diarra,Defensive Midfield,20,AC Le Havre,Ligue 2,Chelsea,Premier League,6,2.25,4.5,2
1293,Shunsuke Nakamura,Attacking Midfield,27,Reggina,Italy Serie A,Celtic,Premier League,6,2.1,4.2,2
1294,Emiliano Bonazzoli,Centre-Forward,26,Reggina,Italy Serie A,Parma,Italy Serie A,6,2.075,4.15,1
1295,Robert Earnshaw,Centre-Forward,24,West Brom,Premier League,Norwich,English League Championship,6,5.3,4.13,1
1296,Costinha,Defensive Midfield,30,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,15.0,4.0,2
1297,Per Kröldrup,Centre-Back,26,Everton,Premier League,Fiorentina,Italy Serie A,6,7.25,4.0,3
1298,Cicinho,Right-Back,25,São Paulo,Italy Serie A,Real Madrid,LaLiga,6,5.0,4.0,3
1299,Edwin van der Sar,Goalkeeper,34,Fulham,Premier League,Man Utd,Premier League,6,4.75,4.0,4
1300,Pablo García,Defensive Midfield,28,CA Osasuna,LaLiga,Real Madrid,LaLiga,6,4.25,4.0,2
1301,Simon Vukcevic,Right Winger,19,Partizan,Ukraine league,Saturn,Premier League,6,4.0,4.0,1
1302,Reinaldo,Centre-Forward,26,Paris SG,French Ligue 1,Kashiwa Reysol,Japanese League,6,4.0,4.0,1
1303,Andreas Ivanschitz,Attacking Midfield,22,Rapid Vienna,German Bundesliga,RB Salzburg,German Bundesliga,6,3.8,4.0,2
1304,Vladimir Bystrov,Right Midfield,21,Zenit S-Pb,Premier League,Spartak Moscow,Premier League,6,3.3,4.0,2
1305,Eduardo Costa,Defensive Midfield,22,Marseille,French Ligue 1,Espanyol,LaLiga,6,3.0,4.0,2
1306,Lorik Cana,Centre-Back,22,Paris SG,French Ligue 1,Marseille,French Ligue 1,6,2.8,4.0,3
1307,Mike Hanke,Centre-Forward,21,FC Schalke 04,German Bundesliga,VfL Wolfsburg,German Bundesliga,6,1.75,4.0,1
1308,Alex Song,Defensive Midfield,17,SC Bastia,Ligue 2,Arsenal,Premier League,6,1.25,4.0,2
1309,Aleksandr Samedov,Right Winger,20,Spartak Moscow,Premier League,Loko Moscow,Premier League,6,0.15,4.0,1
1310,Patrick Müller,Centre-Back,29,FC Basel,Super League Greece,Olympique Lyon,French Ligue 1,6,3.0,3.8,3
1311,Yossi Benayoun,Right Winger,25,Racing,LaLiga,West Ham,Premier League,6,4.0,3.75,1
1312,Tolga Seyhan,Centre-Back,28,Trabzonspor,Turkish Super Lig,Shakhtar D.,Premier League,6,3.5,3.75,3
1313,Paul Scharner,Centre-Back,25,SK Brann,Eliteserien(Norway),Wigan,Premier League,6,3.0,3.67,3
1314,Darius Vassell,Centre-Forward,25,Aston Villa,Premier League,Man City,Premier League,6,5.75,3.6,1
1315,Elvis Abbruscato,Centre-Forward,25,Arezzo,Italy Serie B,Torino,Italy Serie B,6,0.7,3.6,1
1316,Ewerthon,Centre-Forward,24,Bor. Dortmund,German Bundesliga,Real Zaragoza,LaLiga,6,12.0,3.5,1
1317,Aílton,Centre-Forward,32,FC Schalke 04,German Bundesliga,Besiktas,Turkish Super Lig,6,8.0,3.5,1
1318,Deivid,Centre-Forward,25,Santos FC,Italy Serie A,Sporting CP,LaLiga,6,3.5,3.5,1
1319,Grzegorz Rasiak,Centre-Forward,26,Derby,English League Championship,Spurs,Premier League,6,3.5,3.5,1
1320,Thiago Silva,Centre-Back,20,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,3.5,3.5,3
1321,Alberto Rivera,Central Midfield,27,Levante UD,LaLiga2,Real Betis,LaLiga,6,0.8,3.5,2
1322,Jonás Gutiérrez,Left Midfield,22,Vélez Sarsfield,Argentina,RCD Mallorca,LaLiga,6,1.75,3.5,2
1323,Pablo Zabaleta,Right-Back,20,San Lorenzo,Argentina,Espanyol,LaLiga,6,1.75,3.5,3
1324,Bryan Bergougnoux,Attacking Midfield,22,Olympique Lyon,French Ligue 1,Toulouse,French Ligue 1,6,1.7,3.4,2
1325,Tomas Jun,Second Striker,22,Sparta Praha,Ukraine league,Trabzonspor,Turkish Super Lig,6,1.625,3.25,1
1326,Danny Murphy,Central Midfield,28,Charlton,Premier League,Spurs,Premier League,6,5.3,3.21,2
1327,Vikash Dhorasoo,Central Midfield,31,AC Milan,Italy Serie A,Paris SG,French Ligue 1,6,4.0,3.2,2
1328,Maciej Zurawski,Centre-Forward,28,Wisla Kraków,Ekstraklasa(Polish),Celtic,Premier League,6,1.55,3.1,1
1329,Clinton Morrison,Centre-Forward,26,Birmingham,Premier League,Crystal Palace,English League Championship,6,7.0,3.0,1
1330,Jesper Grönkjaer,Left Winger,27,Atlético Madrid,LaLiga,VfB Stuttgart,German Bundesliga,6,6.5,3.0,1
1331,Santos,Centre-Forward,26,FC Sochaux,French Ligue 1,Toulouse,French Ligue 1,6,6.5,3.0,1
1332,Aruna Dindane,Second Striker,24,RSC Anderlecht,Jupiler Pro League(Belgium),Lens,French Ligue 1,6,5.0,3.0,1
1333,Albert Riera,Left Winger,23,G. Bordeaux,French Ligue 1,Espanyol,LaLiga,6,4.75,3.0,1
1334,Alou Diarra,Defensive Midfield,23,Liverpool,Premier League,Lens,French Ligue 1,6,4.0,3.0,2
1335,Frédéric Piquionne,Centre-Forward,26,Stade Rennais,French Ligue 1,Saint-Étienne,French Ligue 1,6,4.0,3.0,1
1336,Pascal Feindouno,Right Winger,24,G. Bordeaux,French Ligue 1,Saint-Étienne,French Ligue 1,6,4.0,3.0,1
1337,Fabrice Pancrate,Right Winger,25,Le Mans,French Ligue 1,Paris SG,French Ligue 1,6,4.0,3.0,1
1338,Grzegorz Rasiak,Centre-Forward,26,Spurs,Premier League,Southampton,English League Championship,6,3.5,3.0,1
1339,Andrew O'Brien,Centre-Back,26,Newcastle,Premier League,Portsmouth,Premier League,6,3.5,3.0,3
1340,Abou Diaby,Central Midfield,19,AJ Auxerre,French Ligue 1,Arsenal,Premier League,6,3.0,3.0,2
1341,Mohamed Zidan,Second Striker,23,FC Midtjylland,Denmark Superliga,Werder Bremen,German Bundesliga,6,3.0,3.0,1
1342,Erik Edman,Left-Back,26,Spurs,Premier League,Stade Rennais,French Ligue 1,6,3.0,3.0,3
1343,David Rozehnal,Centre-Back,25,Club Brugge,Jupiler Pro League(Belgium),Paris SG,French Ligue 1,6,2.5,3.0,3
1344,Sergey Semak,Central Midfield,29,Paris SG,French Ligue 1,FK Moskau,Premier League,6,2.5,3.0,2
1345,Hossam Ghaly,Central Midfield,24,Feyenoord,Eredivisie League(Nederland),Spurs,Premier League,6,2.5,3.0,2
1346,Moumouni Dagano,Centre-Forward,24,Guingamp,Ligue 2,FC Sochaux,French Ligue 1,6,2.5,3.0,1
1347,Luis García,Central Midfield,24,RCD Mallorca,LaLiga,Espanyol,LaLiga,6,2.5,3.0,2
1348,Marcus Bent,Centre-Forward,27,Everton,Premier League,Charlton,Premier League,6,2.25,3.0,1
1349,Wayne Routledge,Left Winger,20,Crystal Palace,English League Championship,Spurs,Premier League,6,2.25,3.0,1
1350,Emir Spahic,Centre-Back,25,Torpedo Moscow,Premier League,Loko Moscow,Premier League,6,2.0,3.0,3
1351,David Connolly,Centre-Forward,28,Leicester,English League Championship,Wigan,Premier League,6,2.0,3.0,1
1352,Leonardo Pisculichi,Attacking Midfield,21,Argentinos,Argentina,RCD Mallorca,LaLiga,6,1.75,3.0,2
1353,Claudio Maldonado,Defensive Midfield,26,Cruzeiro,Italy Serie A,Santos FC,Italy Serie A,6,1.5,3.0,2
1354,Carlos Vela,Right Winger,16,Chivas,Mexican League,Arsenal,Premier League,6,1.0,3.0,1
1355,Alessandro Gamberini,Centre-Back,23,Bologna,Italy Serie B,Fiorentina,Italy Serie A,6,0.3,3.0,3
1356,Amr Zaki,Centre-Forward,22,Enppi,Premier League,Loko Moscow,Premier League,6,1.5,3.0,1
1357,Sebastián Taborda,Centre-Forward,24,Defensor,Uruguayan Primera Division,Dep. La Coruña,LaLiga,6,1.5,3.0,1
1358,Aleksandr Anyukov,Right-Back,22,KS Samara,Premier League,Zenit S-Pb,Premier League,6,1.5,3.0,3
1359,Leandro Fernández,Centre-Back,22,River Plate,Argentina,Dinamo Moscow,Premier League,6,1.5,3.0,3
1360,Aritz Aduriz,Centre-Forward,24,Real Valladolid,LaLiga2,Athletic Bilbao,LaLiga,6,1.5,3.0,1
1361,Mikel Arteta,Central Midfield,23,Real Sociedad,LaLiga,Everton,Premier League,6,1.4,2.8,2
1362,Emanuel Pogatetz,Centre-Back,22,Bay. Leverkusen,German Bundesliga,Middlesbrough,Premier League,6,3.0,2.71,3
1363,Jon Stead,Centre-Forward,22,Blackburn,Premier League,Sunderland,Premier League,6,3.0,2.7,1
1365,Yaya Touré,Central Midfield,22,Metalurh D.,Premier League,Olympiacos,Super League Greece,6,2.0,2.7,2
1366,Ade Akinbiyi,Centre-Forward,31,Burnley,English League Championship,Sheffield Utd.,English League Championship,6,1.315,2.63,1
1367,Kléberson,Central Midfield,26,Man Utd,Premier League,Besiktas,Turkish Super Lig,6,5.5,2.6,2
1368,Enzo Maresca,Central Midfield,25,Juventus,Italy Serie A,Sevilla FC,LaLiga,6,7.5,2.5,2
1369,França,Centre-Forward,29,Bay. Leverkusen,German Bundesliga,Kashiwa Reysol,Japanese League,6,5.0,2.5,1
1370,Luis Jiménez,Attacking Midfield,21,Ternana,Italy Serie B,Fiorentina,Italy Serie A,6,4.0,2.5,2
1371,Shinji Ono,Attacking Midfield,26,Feyenoord,Eredivisie League(Nederland),Urawa Reds,Japanese League,6,3.75,2.5,2
1372,Wesley Sonck,Centre-Forward,26,AFC Ajax,Eredivisie League(Nederland),Bor. M'gladbach,German Bundesliga,6,3.5,2.5,1
1373,Thimothée Atouba,Left-Back,23,Spurs,Premier League,Hamburger SV,German Bundesliga,6,3.0,2.5,3
1374,Nicolás Frutos,Centre-Forward,24,Independiente,Argentina,RSC Anderlecht,Jupiler Pro League(Belgium),6,3.0,2.5,1
1375,Lukas Zelenka,Attacking Midfield,26,Sparta Praha,Ukraine league,Manisaspor,Turkish Super Lig,6,2.5,2.5,2
1376,Nuno Espírito Santo,Goalkeeper,31,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,2.5,2.5,4
1377,Takayuki Suzuki,Centre-Forward,29,Kashima Antlers,Japanese League,Red Star,Ukraine league,6,2.5,2.5,1
1378,Bakari Koné,Right Winger,23,FC Lorient,Ligue 2,OGC Nice,French Ligue 1,6,2.25,2.5,1
1379,Luciano Galletti,Right Winger,25,Real Zaragoza,LaLiga,Atlético Madrid,LaLiga,6,2.0,2.5,1
1380,Nunes,Centre-Back,28,Braga,LaLiga,RCD Mallorca,LaLiga,6,1.5,2.5,3
1381,Mark González,Left Winger,20,Albacete,LaLiga2,Liverpool,Premier League,6,1.5,2.5,1
1382,Ron Vlaar,Centre-Back,20,AZ Alkmaar,Eredivisie League(Nederland),Feyenoord,Eredivisie League(Nederland),6,1.5,2.5,3
1383,Morten Skoubo,Centre-Forward,25,Bröndby IF,Denmark Superliga,Real Sociedad,LaLiga,6,1.25,2.5,1
1384,Jorge Luís,Left-Back,29,Braga,LaLiga,Dinamo Moscow,Premier League,6,1.0,2.5,3
1385,Bostjan Cesar,Centre-Back,22,Dinamo Zagreb,Croatian First Football League,Marseille,French Ligue 1,6,1.0,2.5,3
1386,Quincy Owusu-Abeyie,Left Winger,19,Arsenal,Premier League,Spartak Moscow,Premier League,6,0.75,2.5,1
1387,Felipe,Left Winger,27,Fluminense,Italy Serie A,Al Sadd,Qatar League,6,1.25,2.5,1
1388,Federico Insúa,Attacking Midfield,25,Independiente,Argentina,Boca Juniors,Argentina,6,1.24,2.48,2
1389,Naldo,Centre-Back,22,Juventude,Italy Serie A,Werder Bremen,German Bundesliga,6,2.75,2.4,3
1390,Garry O'Connor,Centre-Forward,22,Hibernian FC,Premier League,Loko Moscow,Premier League,6,2.0,2.4,1
1391,Lisandro López,Centre-Forward,22,Racing Club,Argentina,FC Porto,LaLiga,6,1.15,2.3,1
1392,Michael Brown,Central Midfield,28,Spurs,Premier League,Fulham,Premier League,6,3.0,2.3,2
1393,Nolberto Solano,Right Midfield,31,Aston Villa,Premier League,Newcastle,Premier League,6,1.125,2.25,2
1394,Paul Konchesky,Left-Back,24,Charlton,Premier League,West Ham,Premier League,6,3.5,2.25,3
1395,Diomansy Kamara,Right Winger,24,Modena,Italy Serie B,West Brom,Premier League,6,2.5,2.25,1
1396,Darren Carter,Central Midfield,21,Birmingham,Premier League,West Brom,Premier League,6,2.25,2.25,2
1397,Marek Heinz,Centre-Forward,28,Bor. M'gladbach,German Bundesliga,Galatasaray,Turkish Super Lig,6,1.5,2.25,1
1398,Damien Francis,Central Midfield,26,Norwich,English League Championship,Wigan,Premier League,6,0.55,2.25,2
1399,John Welsh,Central Midfield,21,Liverpool,Premier League,Hull City,English League Championship,6,0.25,2.25,2
1400,Gustavo Nery,Left-Back,27,Werder Bremen,German Bundesliga,Corinthians,Italy Serie A,6,2.5,2.2,3
1401,Ivica Dragutinovic,Centre-Back,29,Standard Liège,Jupiler Pro League(Belgium),Sevilla FC,LaLiga,6,1.05,2.1,3
1402,Santiago Solari,Left Midfield,28,Real Madrid,LaLiga,Inter,Italy Serie A,6,7.0,2.0,2
1403,Nuno Valente,Left-Back,30,FC Porto,LaLiga,Everton,Premier League,6,5.0,2.0,3
1404,Young-pyo Lee,Left-Back,28,PSV Eindhoven,Eredivisie League(Nederland),Spurs,Premier League,6,4.0,2.0,3
1405,Rabiu Afolabi,Centre-Back,25,Austria Vienna,German Bundesliga,FC Sochaux,French Ligue 1,6,3.8,2.0,3
1406,Tomasz Frankowski,Centre-Forward,31,Elche CF,LaLiga2,Wolves,English League Championship,6,3.75,2.0,1
1407,Patrick Owomoyela,Right-Back,25,Arm. Bielefeld,German Bundesliga,Werder Bremen,German Bundesliga,6,3.25,2.0,3
1408,João Alves,Central Midfield,24,Braga,LaLiga,Sporting CP,LaLiga,6,3.0,2.0,2
1409,Sébastien Mazure,Centre-Forward,26,SM Caen,Ligue 2,Saint-Étienne,French Ligue 1,6,3.0,2.0,1
1410,Sasa Ilic,Central Midfield,27,Partizan,Ukraine league,Galatasaray,Turkish Super Lig,6,3.0,2.0,2
1411,Miguel Ángel,Defensive Midfield,26,Málaga CF,LaLiga,Real Betis,LaLiga,6,2.0,2.0,2
1412,Chun-soo Lee,Second Striker,23,Real Sociedad,LaLiga,Ulsan,Korean League,6,2.0,2.0,1
1413,Martin Kamburov,Centre-Forward,25,Lok. Plovdiv,Bulgaria League,Al Ahli,Qatar League,6,2.0,2.0,1
1414,Javier Arizmendi,Centre-Forward,21,Atlético Madrid,LaLiga,Dep. La Coruña,LaLiga,6,1.5,2.0,1
1415,Marián Had,Centre-Back,23,Zbrojovka Brno,Ukraine league,Loko Moscow,Premier League,6,1.25,2.0,3
1417,Eldin Jakupovic,Goalkeeper,21,Grasshoppers,Super League Greece,Loko Moscow,Premier League,6,0.75,2.0,4
1418,Anthony Seric,Left-Back,26,Lazio,Italy Serie A,Panathinaikos,Super League Greece,6,0.6,2.0,3
1419,Danny Gabbidon,Centre-Back,25,Cardiff,English League Championship,West Ham,Premier League,6,0.6,2.0,3
1420,James Collins,Centre-Back,21,Cardiff,English League Championship,West Ham,Premier League,6,0.6,2.0,3
1421,Júan,Attacking Midfield,23,Fluminense,Italy Serie A,Flamengo,Italy Serie A,6,0.25,2.0,2
1422,Heidar Helguson,Centre-Forward,27,Watford,English League Championship,Fulham,Premier League,6,0.2,2.0,1
1423,Pavel Pogrebnyak,Centre-Forward,22,Spartak Moscow,Premier League,Tom Tomsk,Premier League,6,0.05,2.0,1
1424,Ben Foster,Goalkeeper,22,Stoke City,English League Championship,Man Utd,Premier League,6,0.05,2.0,4
1425,Borges,Centre-Forward,25,Paraná,Italy Serie A,Vegalta Sendai,Japanese League,6,1.0,2.0,1
1426,Ognjen Koroman,Right Winger,26,KS Samara,Premier League,Akhmat Grozny,Premier League,6,1.0,2.0,1
1427,Daniel Bilos,Left Midfield,24,CA Banfield,Argentina,Boca Juniors,Argentina,6,1.0,2.0,2
1428,Mads Junker,Centre-Forward,24,Nordsjaelland,Denmark Superliga,Vitesse,Eredivisie League(Nederland),6,1.0,2.0,1
1429,Andriy Shevchenko,Centre-Forward,29,AC Milan,Italy Serie A,Chelsea,Premier League,7,21.65,43.3,1
1430,Michael Carrick,Defensive Midfield,25,Spurs,Premier League,Man Utd,Premier League,7,26.5,27.2,2
1431,Mahamadou Diarra,Defensive Midfield,25,Olympique Lyon,French Ligue 1,Real Madrid,LaLiga,7,20.0,26.0,2
1432,Joaquín,Right Winger,25,Real Betis,LaLiga,Valencia CF,LaLiga,7,22.0,25.0,1
1433,Zlatan Ibrahimovic,Centre-Forward,24,Juventus,Italy Serie B,Inter,Italy Serie A,7,25.0,24.8,1
1434,Sergio Agüero,Centre-Forward,18,Independiente,Argentina,Atlético Madrid,LaLiga,7,5.0,21.7,1
1435,Fernando Gago,Defensive Midfield,20,Boca Juniors,Argentina,Real Madrid,LaLiga,7,12.0,20.5,2
1436,Dirk Kuyt,Right Winger,26,Feyenoord,Eredivisie League(Nederland),Liverpool,Premier League,7,9.0,18.0,1
1437,Émerson,Defensive Midfield,30,Juventus,Italy Serie B,Real Madrid,LaLiga,7,26.0,16.0,2
1438,Obafemi Martins,Centre-Forward,21,Inter,Italy Serie A,Newcastle,Premier League,7,12.0,16.0,1
1439,Dimitar Berbatov,Centre-Forward,25,Bay. Leverkusen,German Bundesliga,Spurs,Premier League,7,17.0,15.7,1
1440,Damien Duff,Right Midfield,27,Chelsea,Premier League,Newcastle,Premier League,7,15.0,15.5,2
1441,Ruud van Nistelrooy,Centre-Forward,30,Man Utd,Premier League,Real Madrid,LaLiga,7,32.0,15.0,1
1442,Ricardo Oliveira,Centre-Forward,26,Real Betis,LaLiga,AC Milan,Italy Serie A,7,6.0,15.0,1
1443,Carlos Tévez,Second Striker,22,Corinthians,Italy Serie A,West Ham,Premier League,7,15.0,14.6,1
1444,Javier Mascherano,Defensive Midfield,22,Corinthians,Italy Serie A,West Ham,Premier League,7,11.8,14.6,2
1445,Anatoliy Tymoshchuk,Defensive Midfield,27,Shakhtar D.,Premier League,Zenit S-Pb,Premier League,7,6.0,14.5,2
1446,Gianluca Zambrotta,Right-Back,29,Juventus,Italy Serie B,FC Barcelona,LaLiga,7,26.0,14.0,3
1447,Khalid Boulahrouz,Centre-Back,24,Hamburger SV,German Bundesliga,Chelsea,Premier League,7,13.0,13.2,3
1448,Ashley Young,Left Midfield,21,Watford,Premier League,Aston Villa,Premier League,7,6.5,13.2,2
1449,David Pizarro,Central Midfield,26,Inter,Italy Serie A,AS Roma,Italy Serie A,7,8.0,13.0,2
1450,Matthew Upson,Centre-Back,27,Birmingham,English League Championship,West Ham,Premier League,7,9.0,12.6,3
1451,Didier Zokora,Defensive Midfield,25,Saint-Étienne,French Ligue 1,Spurs,Premier League,7,12.5,12.35,2
1452,Nicolas Anelka,Centre-Forward,27,Fenerbahce,Turkish Super Lig,Bolton,Premier League,7,12.0,12.0,1
1453,Eidur Gudjohnsen,Centre-Forward,27,Chelsea,Premier League,FC Barcelona,LaLiga,7,12.0,12.0,1
1454,Gonzalo Higuaín,Centre-Forward,19,River Plate,Argentina,Real Madrid,LaLiga,7,12.0,12.0,1
1455,Pablo Aimar,Attacking Midfield,26,Valencia CF,LaLiga,Real Zaragoza,LaLiga,7,18.0,11.0,2
1456,Cani,Attacking Midfield,24,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,7,11.0,11.0,2
1457,Andy Johnson,Centre-Forward,25,Crystal Palace,English League Championship,Everton,Premier League,7,11.0,11.0,1
1458,Vincent Kompany,Centre-Back,20,RSC Anderlecht,Jupiler Pro League(Belgium),Hamburger SV,German Bundesliga,7,13.5,10.5,3
1459,Lukas Podolski,Centre-Forward,21,1. FC Köln,German Bundesliga 2,Bayern Munich ,German Bundesliga,7,12.0,10.0,1
1460,Tomás Rosicky,Attacking Midfield,25,Bor. Dortmund,German Bundesliga,Arsenal,Premier League,7,11.0,10.0,2
