,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
1006,Carlos Alberto,Attacking Midfield,20,FC Porto,LaLiga,Corinthians,Italy Serie A,5,5.0,10.0,2
1007,Fabio Cannavaro,Centre-Back,30,Inter,Italy Serie A,Juventus,Italy Serie A,5,5.0,10.0,3
1008,Jérôme Rothen,Left Midfield,26,Monaco,French Ligue 1,Paris SG,French Ligue 1,5,5.0,10.0,2
1009,Péguy Luyindula,Centre-Forward,25,Olympique Lyon,French Ligue 1,Marseille,French Ligue 1,5,5.0,10.0,1
1010,Javier Chevantón,Centre-Forward,23,Lecce,Italy Serie A,Monaco,French Ligue 1,5,5.0,10.0,1
1011,Mario Yepes,Centre-Back,28,FC Nantes,French Ligue 1,Paris SG,French Ligue 1,5,5.0,10.0,3
1012,Emile Heskey,Centre-Forward,26,Liverpool,Premier League,Birmingham,Premier League,5,4.66,9.32,1
1013,Fernando Morientes,Centre-Forward,28,Real Madrid,LaLiga,Liverpool,Premier League,5,4.625,9.25,1
1014,James Beattie,Centre-Forward,26,Southampton,Premier League,Everton,Premier League,5,4.5,9.0,1
1015,Alan Smith,Central Midfield,23,Leeds,English League Championship,Man Utd,Premier League,5,4.5,9.0,2
1016,Luis García,Right Winger,26,FC Barcelona,LaLiga,Liverpool,Premier League,5,4.375,8.75,1
1017,Fernando Cavenaghi,Centre-Forward,20,River Plate,Argentina,Spartak Moscow,Premier League,5,4.3,8.6,1
1018,Éric Abidal,Left-Back,24,LOSC Lille,French Ligue 1,Olympique Lyon,French Ligue 1,5,4.25,8.5,3
1019,Ludovic Giuly,Right Winger,27,Monaco,French Ligue 1,FC Barcelona,LaLiga,5,4.25,8.5,1
1020,Pierre-Alain Frau,Centre-Forward,24,FC Sochaux,French Ligue 1,Olympique Lyon,French Ligue 1,5,4.25,8.5,1
1021,Andy Reid,Left Midfield,22,Nottm Forest,English League Championship,Spurs,Premier League,5,4.0,8.0,2
1022,Goran Pandev,Second Striker,20,Inter,Italy Serie A,Lazio,Italy Serie A,5,4.0,8.0,1
1023,Anderson,Central Midfield,16,Grêmio,Brazil,FC Porto,LaLiga,5,4.0,8.0,2
1024,Elano,Attacking Midfield,23,Santos FC,Italy Serie A,Shakhtar D.,Premier League,5,3.8,7.6,2
1025,Derlei,Centre-Forward,29,FC Porto,LaLiga,Dinamo Moscow,Premier League,5,3.75,7.5,1
1026,Tomás Ujfalusi,Centre-Back,26,Hamburger SV,German Bundesliga,Fiorentina,Italy Serie A,5,3.75,7.5,3
1027,Hélder Postiga,Centre-Forward,21,Spurs,Premier League,FC Porto,LaLiga,5,3.75,7.5,1
1028,James Milner,Central Midfield,18,Leeds,English League Championship,Newcastle,Premier League,5,3.7,7.4,2
1029,Barry Ferguson,Defensive Midfield,27,Blackburn,Premier League,Rangers,Premier League,5,3.625,7.25,2
1030,Michael Dawson,Centre-Back,21,Nottm Forest,English League Championship,Spurs,Premier League,5,3.5,7.0,3
1031,Fabrizio Miccoli,Centre-Forward,25,Juventus,Italy Serie A,Fiorentina,Italy Serie A,5,3.5,7.0,1
1032,Matteo Ferrari,Centre-Back,24,Parma,Italy Serie A,AS Roma,Italy Serie A,5,3.5,7.0,3
1033,Diego,Attacking Midfield,19,Santos FC,Brazil,FC Porto,LaLiga,5,3.5,7.0,2
1034,Mark Viduka,Centre-Forward,28,Leeds,English League Championship,Middlesbrough,Premier League,5,3.375,6.75,1
1035,Giampaolo Pazzini,Centre-Forward,20,Atalanta,Italy Serie A,Fiorentina,Italy Serie A,5,3.25,6.5,1
1036,Giorgio Chiellini,Centre-Back,19,AS Livorno,Italy Serie A,Fiorentina,Italy Serie A,5,3.25,6.5,3
1037,Luciano Figueroa,Centre-Forward,23,CD Cruz Azul,Mexican League,Villarreal CF,LaLiga,5,3.1,6.2,1
1038,Dean Ashton,Centre-Forward,21,Crewe Alexandra,English League Championship,Norwich,Premier League,5,3.0,6.0,1
1039,Juliano Belletti,Right-Back,28,Villarreal CF,LaLiga,FC Barcelona,LaLiga,5,3.0,6.0,3
1040,Eduardo Costa,Defensive Midfield,21,G. Bordeaux,French Ligue 1,Marseille,French Ligue 1,5,3.0,6.0,2
1041,Ricardo Quaresma,Right Winger,20,FC Barcelona,LaLiga,FC Porto,LaLiga,5,3.0,6.0,1
1042,Nilmar,Centre-Forward,20,Internacional,Brazil,Olympique Lyon,French Ligue 1,5,2.875,5.75,1
1043,Francisco Lima,Defensive Midfield,33,AS Roma,Italy Serie A,Loko Moscow,Premier League,5,2.85,5.7,2
1044,Edú,Second Striker,25,Celta de Vigo,LaLiga2,Real Betis,LaLiga,5,2.75,5.5,1
1045,Dario Dainelli,Centre-Back,25,Brescia,Italy Serie A,Fiorentina,Italy Serie A,5,2.75,5.5,3
1046,Stephen Makinwa,Centre-Forward,21,Genoa,Italy Serie B,Atalanta,Italy Serie A,5,2.7,5.4,1
1047,Gerard Piqué,Centre-Back,17,Barça Juvenil A,LaLiga,Man Utd,Premier League,5,2.625,5.25,3
1048,Sean Davis,Defensive Midfield,24,Fulham,Premier League,Spurs,Premier League,5,2.6,5.2,2
1049,Fabricio Coloccini,Centre-Back,23,AC Milan,Italy Serie A,Dep. La Coruña,LaLiga,5,2.5,5.0,3
1050,Franck Ribéry,Left Winger,21,FC Metz,French Ligue 1,Galatasaray,Turkish Super Lig,5,4.5,5.0,1
1051,Mohamed Kallon,Centre-Forward,24,Inter,Italy Serie A,Monaco,French Ligue 1,5,2.5,5.0,1
1052,Simone Barone,Central Midfield,26,Parma,Italy Serie A,US Palermo,Italy Serie A,5,2.5,5.0,2
1053,Benoît Pedretti,Defensive Midfield,23,FC Sochaux,French Ligue 1,Marseille,French Ligue 1,5,2.5,5.0,2
1054,Manuel Almunia,Goalkeeper,27,Celta de Vigo,LaLiga2,Arsenal,Premier League,5,2.5,5.0,4
1055,Sylvain Armand,Centre-Back,23,FC Nantes,French Ligue 1,Paris SG,French Ligue 1,5,2.5,5.0,3
1056,Peter Luccin,Defensive Midfield,25,Celta de Vigo,LaLiga2,Atlético Madrid,LaLiga,5,2.5,5.0,2
1057,Rodrigo,Centre-Back,24,São Paulo,Italy Serie A,Dynamo Kyiv,Premier League,5,2.5,5.0,3
1058,Jádson,Attacking Midfield,21,Atlético-PR,Italy Serie A,Shakhtar D.,Premier League,5,2.5,5.0,2
1059,Angelos Charisteas,Centre-Forward,24,Werder Bremen,German Bundesliga,AFC Ajax,Eredivisie League(Nederland),5,2.45,4.9,1
1060,Robbie Savage,Central Midfield,30,Birmingham,Premier League,Blackburn,Premier League,5,2.25,4.5,2
1061,Thimothée Atouba,Left-Back,22,FC Basel,Super League Greece,Spurs,Premier League,5,2.25,4.5,3
1062,Robert Earnshaw,Centre-Forward,23,Cardiff,English League Championship,West Brom,Premier League,5,2.25,4.5,1
1063,Robin van Persie,Centre-Forward,20,Feyenoord,Eredivisie League(Nederland),Arsenal,Premier League,5,2.25,4.5,1
1064,Nemanja Vidic<U+200E>,Centre-Back,22,Red Star,Serbian SuperLiga,Spartak Moscow,Premier League,5,2.225,4.45,3
1065,Michael Carrick,Defensive Midfield,23,West Ham,English League Championship,Spurs,Premier League,5,2.05,4.1,2
1066,Benjamin Lauth,Centre-Forward,22,1860 Munich,German Bundesliga 2,Hamburger SV,German Bundesliga,5,2.05,4.1,1
1067,Clemente Rodríguez,Left-Back,23,Boca Juniors,Argentina,Spartak Moscow,Premier League,5,2.0,4.0,3
1068,Radoslav Kovac,Centre-Back,25,Sparta Praha,Ukraine league,Spartak Moscow,Premier League,5,0.05,4.0,3
1069,Robert,Centre-Forward,23,Atlas,Mexican League,PSV Eindhoven,Eredivisie League(Nederland),5,0.05,4.0,1
1070,Alex,Attacking Midfield,26,Cruzeiro,Brazil,Fenerbahce,Turkish Super Lig,5,2.0,4.0,2
1071,Marcelo Bordon,Centre-Back,28,VfB Stuttgart,German Bundesliga,FC Schalke 04,German Bundesliga,5,2.0,4.0,3
1072,Martin Laursen,Centre-Back,26,AC Milan,Italy Serie A,Aston Villa,Premier League,5,2.0,4.0,3
1073,Emanuele Calaiò,Centre-Forward,22,Pescara,Italy Serie B,SSC Napoli,Italy Serie B,5,2.0,4.0,1
1074,Ricardo Oliveira,Centre-Forward,24,Valencia CF,LaLiga,Real Betis,LaLiga,5,2.0,4.0,1
1075,Francis Jeffers,Centre-Forward,23,Arsenal,Premier League,Charlton,Premier League,5,1.95,3.9,1
1076,Daniel Van Buyten,Centre-Back,26,Marseille,French Ligue 1,Hamburger SV,German Bundesliga,5,1.9,3.8,3
1077,Martin Albrechtsen,Centre-Back,24,FC Copenhagen,Denmark Superliga,West Brom,Premier League,5,1.875,3.75,3
1078,Nicky Butt,Central Midfield,29,Man Utd,Premier League,Newcastle,Premier League,5,1.875,3.75,2
1079,Thomas Buffel,Right Winger,23,Feyenoord,Eredivisie League(Nederland),Rangers,Premier League,5,1.75,3.5,1
1080,Dudu Cearense,Central Midfield,21,Kashiwa Reysol,Japanese League,CSKA Moscow,Premier League,5,2.5,3.5,2
1081,John Carew,Centre-Forward,24,Valencia CF,LaLiga,Besiktas,Turkish Super Lig,5,1.75,3.5,1
1082,Paul Freier,Right Midfield,24,VfL Bochum,German Bundesliga,Bay. Leverkusen,German Bundesliga,5,1.75,3.5,2
1083,Ariza Makukula,Centre-Forward,23,FC Nantes,French Ligue 1,Sevilla FC,LaLiga,5,1.75,3.5,1
1084,Dennis Rommedahl,Right Winger,25,PSV Eindhoven,Eredivisie League(Nederland),Charlton,Premier League,5,1.75,3.5,1
1085,Cícero,Centre-Forward,18,Braga,LaLiga,Dinamo Moscow,Premier League,5,1.75,3.5,1
1086,Mariano González,Right Midfield,23,Racing Club,Argentina,US Palermo,Italy Serie A,5,1.75,3.5,2
1087,Nicolás Burdisso,Centre-Back,23,Boca Juniors,Argentina,Inter,Italy Serie A,5,1.75,3.5,3
1088,Luís Fabiano,Centre-Forward,23,São Paulo,Brazil,FC Porto,LaLiga,5,1.75,3.5,1
1090,Thomas Gravesen,Defensive Midfield,28,Everton,Premier League,Real Madrid,LaLiga,5,1.7,3.4,2
1091,Jesper Grönkjaer,Left Winger,26,Chelsea,Premier League,Birmingham,Premier League,5,1.65,3.3,1
1092,Martin Jiranek,Centre-Back,25,Reggina,Italy Serie A,Spartak Moscow,Premier League,5,1.65,3.3,3
1093,Danny Murphy,Central Midfield,27,Liverpool,Premier League,Charlton,Premier League,5,1.625,3.25,2
1094,Cristian Silvestri,Centre-Back,29,Lecce,Italy Serie A,Catania,Italy Serie B,5,1.6,3.2,3
1095,Nigel Quashie,Central Midfield,26,Portsmouth,Premier League,Southampton,Premier League,5,1.575,3.15,2
1096,Amdy Fayé,Defensive Midfield,27,Portsmouth,Premier League,Newcastle,Premier League,5,3.0,3.0,2
1097,Danny,Attacking Midfield,21,Sporting CP,LaLiga,Dinamo Moscow,Premier League,5,2.25,3.0,2
1098,Georgios Seitaridis,Right-Back,23,Panathinaikos,Super League Greece,FC Porto,LaLiga,5,1.5,3.0,3
1099,Pablo Ibáñez,Centre-Back,22,Albacete,LaLiga,Atlético Madrid,LaLiga,5,1.5,3.0,3
1100,Paul Robinson,Goalkeeper,24,Leeds,English League Championship,Spurs,Premier League,5,1.5,3.0,4
1101,Ibrahim Toraman,Centre-Back,22,Gaziantepspor,Turkish Super Lig,Besiktas,Turkish Super Lig,5,1.5,3.0,3
1102,Pedro Mendes,Defensive Midfield,25,FC Porto,LaLiga,Spurs,Premier League,5,1.5,3.0,2
1103,Ilan,Centre-Forward,23,Atlético-PR,Brazil,FC Sochaux,French Ligue 1,5,1.5,3.0,1
1104,Daniel Moreira,Second Striker,26,Lens,French Ligue 1,Toulouse,French Ligue 1,5,1.5,3.0,1
1105,Habib Bamogo,Second Striker,22,Montpellier,Ligue 2,Marseille,French Ligue 1,5,1.5,3.0,1
1106,Éric Carrière,Attacking Midfield,31,Olympique Lyon,French Ligue 1,Lens,French Ligue 1,5,1.5,3.0,2
1107,Stephen Carr,Right-Back,27,Spurs,Premier League,Newcastle,Premier League,5,1.5,3.0,3
1108,Fabrice Fiorèse,Right Winger,29,Paris SG,French Ligue 1,Marseille,French Ligue 1,5,1.5,3.0,1
1110,Vedran Runje,Goalkeeper,28,Marseille,French Ligue 1,Standard Liège,Jupiler Pro League(Belgium),5,1.5,3.0,4
1111,Juan Carlos Menseguez,Second Striker,20,River Plate,Argentina,VfL Wolfsburg,German Bundesliga,5,1.5,3.0,1
1112,Tomasz Radzinski,Centre-Forward,30,Everton,Premier League,Fulham,Premier League,5,1.5,3.0,1
1113,Josemi,Centre-Back,24,Málaga CF,LaLiga,Liverpool,Premier League,5,1.5,3.0,3
1114,Batista,Defensive Midfield,29,Galatasaray,Turkish Super Lig,Shakhtar D.,Premier League,5,1.5,3.0,2
1115,Florin Bratu,Centre-Forward,24,Galatasaray,Turkish Super Lig,FC Nantes,French Ligue 1,5,1.5,3.0,1
1116,Tomas Hübschman,Defensive Midfield,22,Sparta Praha,Ukraine league,Shakhtar D.,Premier League,5,1.5,3.0,2
1117,Jelle Van Damme,Left-Back,20,AFC Ajax,Eredivisie League(Nederland),Southampton,Premier League,5,1.5,3.0,3
1118,Peter Crouch,Centre-Forward,23,Aston Villa,Premier League,Southampton,Premier League,5,1.5,3.0,1
1119,David Healy,Centre-Forward,25,Preston NE,English League Championship,Leeds,English League Championship,5,1.375,2.75,1
1120,Sotiris Kyrgiakos,Centre-Back,25,Panathinaikos,Super League Greece,Rangers,Premier League,5,1.315,2.63,3
1121,Eric Djemba-Djemba,Defensive Midfield,23,Man Utd,Premier League,Aston Villa,Premier League,5,7.0,2.54,2
1122,Leandro Romagnoli,Attacking Midfield,23,San Lorenzo,Argentina,Tiburones Rojos,Mexican League,5,3.0,2.5,2
1123,Sergey Semak,Central Midfield,28,CSKA Moscow,Premier League,Paris SG,French Ligue 1,5,1.0,2.5,2
1124,Ricardo Fuller,Centre-Forward,24,Preston NE,English League Championship,Portsmouth,Premier League,5,1.25,2.5,1
1125,Adailton,Centre-Back,21,EC Vitória,Brazil,Stade Rennais,French Ligue 1,5,1.25,2.5,3
1126,Andreas Görlitz,Right-Back,22,1860 Munich,German Bundesliga 2,Bayern Munich ,German Bundesliga,5,1.25,2.5,3
1127,Giorgi Demetradze,Centre-Forward,28,Metalurh D.,Premier League,Spartak V.,Premier League,5,1.25,2.5,1
1128,Lima,Centre-Forward,23,Braga,LaLiga,Atlético-PR,Italy Serie A,5,1.25,2.5,1
1129,Mauro Rosales,Right Midfield,23,Newell's,Argentina,AFC Ajax,Eredivisie League(Nederland),5,1.25,2.5,2
1130,Thiago Silva,Centre-Back,20,Juventude,Italy Serie A,FC Porto,LaLiga,5,1.25,2.5,3
1131,Júlio César,Goalkeeper,25,Flamengo,Italy Serie A,Inter,Italy Serie A,5,1.225,2.45,4
1132,Fabrizio Miccoli,Centre-Forward,25,Fiorentina,Italy Serie A,Juventus,Italy Serie A,5,15.0,2.4,1
1133,Erik Hagen,Centre-Back,29,Valerenga,Eliteserien(Norway),Zenit S-Pb,Premier League,5,2.4,2.4,3
1134,Cata Díaz,Centre-Back,25,Colón,Argentina,Boca Juniors,Argentina,5,1.2,2.4,3
1135,Roger,Attacking Midfield,26,Benfica,LaLiga,Corinthians,Italy Serie A,5,1.15,2.3,2
1136,Marek Heinz,Centre-Forward,26,Banik Ostrava,Ukraine league,Bor. M'gladbach,German Bundesliga,5,1.15,2.3,1
1137,Robbie Blake,Second Striker,28,Burnley,English League Championship,Birmingham,Premier League,5,1.125,2.25,1
1138,Richard Chaplow,Central Midfield,20,Burnley,English League Championship,West Brom,Premier League,5,0.05,2.25,2
1140,Fitz Hall,Centre-Back,23,Southampton,Premier League,Crystal Palace,Premier League,5,1.125,2.25,3
1141,Morten Gamst Pedersen,Central Midfield,22,Tromsø,Eliteserien(Norway),Blackburn,Premier League,5,1.125,2.25,2
1142,Milos Krasic,Central Midfield,19,Vojvodina,Serbian SuperLiga,CSKA Moscow,Premier League,5,1.125,2.25,2
1143,Emmanuel Eboué,Right-Back,21,KSK Beveren,Jupiler Pro League(Belgium),Arsenal,Premier League,5,1.1,2.2,3
1144,Vladimir Manchev,Centre-Forward,26,LOSC Lille,French Ligue 1,Levante UD,LaLiga,5,1.1,2.2,1
1145,Tim Cahill,Attacking Midfield,24,Millwall,English League Championship,Everton,Premier League,5,1.1,2.2,2
1146,Adriano,Left-Back,20,Coritiba FC,Italy Serie A,Sevilla FC,LaLiga,5,1.05,2.1,3
1147,Jesper Grönkjaer,Left Winger,27,Birmingham,Premier League,Atlético Madrid,LaLiga,5,1.0,2.0,1
1148,Sonny Anderson,Centre-Forward,34,Villarreal CF,LaLiga,Al Rayyan,Qatar League,5,4.0,2.0,1
1149,Chong-gug Song,Right-Back,25,Feyenoord,Eredivisie League(Nederland),Suwon Bluewings,Korean League,5,2.8,2.0,3
1150,Luís Loureiro,Defensive Midfield,28,Braga,LaLiga,Dinamo Moscow,Premier League,5,2.75,2.0,2
1151,Leandro,Left-Back,25,Cruzeiro,Italy Serie A,FC Porto,LaLiga,5,2.5,2.0,3
1152,Sebastian Mila,Attacking Midfield,22,Grodzisk,Ekstraklasa(Polish),Austria Vienna,German Bundesliga,5,1.5,2.0,2
1153,Léo Lima,Attacking Midfield,22,Marítimo,LaLiga,FC Porto,LaLiga,5,0.5,2.0,2
1154,Aleksey Bugaev,Centre-Back,23,Torpedo Moscow,Premier League,Loko Moscow,Premier League,5,0.05,2.0,3
1155,Jussiê,Attacking Midfield,21,Cruzeiro,Italy Serie A,Lens,French Ligue 1,5,1.0,2.0,2
1156,Kevin Hofland,Centre-Back,25,PSV Eindhoven,Eredivisie League(Nederland),VfL Wolfsburg,German Bundesliga,5,1.0,2.0,3
1157,Juan Carlos Cacho,Centre-Forward,22,CD Cruz Azul,Mexican League,CF Pachuca,Mexican League,5,1.0,2.0,1
1158,Marco Caneira,Centre-Back,25,G. Bordeaux,French Ligue 1,Valencia CF,LaLiga,5,1.0,2.0,3
1159,Vahid Hashemian,Centre-Forward,27,VfL Bochum,German Bundesliga,Bayern Munich ,German Bundesliga,5,1.0,2.0,1
1160,Seyi Olofinjana,Central Midfield,24,SK Brann,Eliteserien(Norway),Wolves,English League Championship,5,1.0,2.0,2
1161,Erik Edman,Left-Back,25,Heerenveen,Eredivisie League(Nederland),Spurs,Premier League,5,1.0,2.0,3
1162,Weldon,Centre-Forward,23,Ponte Preta,Brazil,Al-Nasr,United Arab Emirates,5,1.0,2.0,1
1163,Rodolfo,Centre-Back,21,Fluminense,Brazil,Dynamo Kyiv,Premier League,5,1.0,2.0,3
1164,Serkan Balci,Right-Back,20,Genclerbirligi,Turkish Super Lig,Fenerbahce,Turkish Super Lig,5,1.0,2.0,3
1165,Davide Carrus,Defensive Midfield,25,Fiorentina,Italy Serie A,Bari,Italy Serie B,5,1.0,2.0,2
1167,Pepe,Centre-Back,21,Marítimo,LaLiga,FC Porto,LaLiga,5,1.0,2.0,3
1168,Davide Possanzini,Centre-Forward,28,UC AlbinoLeffe,Italy Serie B,US Palermo,Italy Serie A,5,0.95,1.9,1
1169,Andreas Jakobsson,Centre-Back,32,Bröndby IF,Denmark Superliga,Southampton,Premier League,5,0.9,1.8,3
1170,Damian Gorawski,Right Winger,26,Wisla Kraków,Ekstraklasa(Polish),FK Moskau,Premier League,5,1.75,1.8,1
1171,Serghei Covalciuc,Central Midfield,22,Karpaty,Ukraine league,Spartak Moscow,Premier League,5,0.9,1.8,2
1172,Marcel,Centre-Forward,23,Suwon Bluewings,Korean League,Coimbra,LaLiga,5,0.9,1.8,1
1173,Sixto Peralta,Central Midfield,25,Santos Laguna,Mexican League,Tigres UANL,Mexican League,5,0.9,1.8,2
1174,Calum Davenport,Centre-Back,21,Coventry City,English League Championship,Spurs,Premier League,5,0.9,1.8,3
1175,Ibson,Central Midfield,21,Flamengo,Italy Serie A,FC Porto,LaLiga,5,0.9,1.8,2
1176,Mladen Petric,Centre-Forward,23,Grasshoppers,Super League Greece,FC Basel,Super League Greece,5,0.875,1.75,1
1177,Azar Karadas,Centre-Back,22,Rosenborg BK,Eliteserien(Norway),Benfica,LaLiga,5,0.875,1.75,3
1178,Jonathan Greening,Central Midfield,25,Middlesbrough,Premier League,West Brom,Premier League,5,0.875,1.75,2
1179,Önder Turaci,Centre-Back,22,Standard Liège,Jupiler Pro League(Belgium),Fenerbahce,Turkish Super Lig,5,0.85,1.7,3
1181,Andreas Isaksson,Goalkeeper,22,Djurgarden,Sweden League,Stade Rennais,French Ligue 1,5,0.85,1.7,4
1182,Maksim Romashchenko,Left Midfield,28,Trabzonspor,Turkish Super Lig,Dinamo Moscow,Premier League,5,0.8,1.6,2
1183,Dragan Mladenovic,Defensive Midfield,28,Red Star,Serbian SuperLiga,Rangers,Premier League,5,0.8,1.6,2
1184,Niko Kranjcar,Attacking Midfield,20,Dinamo Zagreb,Croatian First Football League,Hajduk Split,Croatian First Football League,5,0.75,1.5,2
1185,Juan Pablo Sorín,Left-Back,28,Cruzeiro,Brazil,Villarreal CF,LaLiga,5,4.0,1.5,3
1186,Élson,Attacking Midfield,23,Palmeiras,Italy Serie A,VfB Stuttgart,German Bundesliga,5,1.2,1.5,2
1188,Giannis Skopelitis,Defensive Midfield,26,Egaleo AO,Super League Greece,Portsmouth,Premier League,5,0.8,1.5,2
1189,Atiba Hutchinson,Defensive Midfield,21,Östers IF,Sweden League,Helsingborg,Sweden League,5,0.05,1.5,2
1190,Rigobert Song,Centre-Back,28,Lens,French Ligue 1,Galatasaray,Turkish Super Lig,5,0.75,1.5,3
1191,Gilberto,Central Midfield,28,São Caetano,Brazil,Hertha BSC,German Bundesliga,5,0.75,1.5,2
1192,Jérémie Bréchet,Centre-Back,24,Inter,Italy Serie A,Real Sociedad,LaLiga,5,0.75,1.5,3
1193,Ben Thatcher,Left-Back,28,Leicester,English League Championship,Man City,Premier League,5,0.75,1.5,3
1194,Sylvinho,Left-Back,30,Celta de Vigo,LaLiga2,FC Barcelona,LaLiga,5,0.75,1.5,3
1195,Facundo Quiroga,Centre-Back,26,Sporting CP,LaLiga,VfL Wolfsburg,German Bundesliga,5,0.75,1.5,3
1196,Michael Essien,Defensive Midfield,22,Olympique Lyon,French Ligue 1,Chelsea,Premier League,6,19.0,38.0,2
1197,Shaun Wright-Phillips,Right Winger,23,Man City,Premier League,Chelsea,Premier League,6,9.5,31.5,1
1198,Sergio Ramos,Centre-Back,19,Sevilla FC,LaLiga,Real Madrid,LaLiga,6,27.0,27.0,3
1199,Michael Owen,Centre-Forward,25,Real Madrid,LaLiga,Newcastle,Premier League,6,22.0,25.0,1
1200,Alberto Gilardino,Centre-Forward,23,Parma,Italy Serie A,AC Milan,Italy Serie A,6,20.0,25.0,1
1201,Robinho,Left Winger,21,Santos FC,Italy Serie A,Real Madrid,LaLiga,6,25.0,24.0,1
1202,Patrick Vieira,Defensive Midfield,29,Arsenal,Premier League,Juventus,Italy Serie A,6,35.0,20.0,2
1203,Júlio Baptista,Attacking Midfield,23,Sevilla FC,LaLiga,Real Madrid,LaLiga,6,25.0,20.0,2
1204,Albert Luque,Left Winger,27,Dep. La Coruña,LaLiga,Newcastle,Premier League,6,20.0,20.0,1
1205,Maniche,Central Midfield,27,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,18.0,16.0,2
1206,Wálter Samuel,Centre-Back,27,Real Madrid,LaLiga,Inter,Italy Serie A,6,17.0,16.0,3
1207,Fred,Centre-Forward,21,Cruzeiro,Italy Serie A,Olympique Lyon,French Ligue 1,6,7.5,15.6,1
1208,Jermaine Jenas,Central Midfield,22,Newcastle,Premier League,Spurs,Premier League,6,9.0,15.0,2
1209,Aleksandr Hleb,Attacking Midfield,24,VfB Stuttgart,German Bundesliga,Arsenal,Premier League,6,8.5,15.0,2
1210,Asier del Horno,Left-Back,24,Athletic Bilbao,LaLiga,Chelsea,Premier League,6,12.0,12.0,3
1211,David Pizarro,Central Midfield,25,Udinese Calcio,Italy Serie A,Inter,Italy Serie A,6,12.0,12.0,2
1212,David Villa,Centre-Forward,23,Real Zaragoza,LaLiga,Valencia CF,LaLiga,6,12.0,12.0,1
1213,Mohamed Sissoko,Defensive Midfield,20,Valencia CF,LaLiga,Liverpool,Premier League,6,4.0,12.0,2
1214,Javier Mascherano,Defensive Midfield,21,River Plate,Argentina,Corinthians,Italy Serie A,6,11.8,11.8,2
1215,Dean Ashton,Centre-Forward,22,Norwich,English League Championship,West Ham,Premier League,6,6.5,10.89,1
1216,Peter Crouch,Centre-Forward,24,Southampton,English League Championship,Liverpool,Premier League,6,10.5,10.5,1
1217,Nemanja Vidic<U+200E>,Centre-Back,24,Spartak Moscow,Premier League,Man Utd,Premier League,6,8.5,10.5,3
1218,Theo Walcott,Right Winger,16,Southampton,English League Championship,Arsenal,Premier League,6,2.5,10.5,1
1219,Lucho González,Central Midfield,24,River Plate,Argentina,FC Porto,LaLiga,6,6.0,10.25,2
1220,Tiago,Central Midfield,24,Chelsea,Premier League,Olympique Lyon,French Ligue 1,6,10.0,10.1,2
1221,Luca Toni,Centre-Forward,28,US Palermo,Italy Serie A,Fiorentina,Italy Serie A,6,15.0,10.0,1
1222,Luís Fabiano,Centre-Forward,24,FC Porto,LaLiga,Sevilla FC,LaLiga,6,10.0,10.0,1
1223,Georgios Seitaridis,Right-Back,24,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,8.0,10.0,3
1224,Emmanuel Adebayor,Centre-Forward,21,Monaco,French Ligue 1,Arsenal,Premier League,6,7.5,10.0,1
1225,Martin Petrov,Left Winger,26,VfL Wolfsburg,German Bundesliga,Atlético Madrid,LaLiga,6,7.0,10.0,1
1226,Pepe Reina,Goalkeeper,22,Villarreal CF,LaLiga,Liverpool,Premier League,6,4.5,9.8,4
1227,Yakubu Aiyegbeni,Centre-Forward,22,Portsmouth,Premier League,Middlesbrough,Premier League,6,9.5,9.75,1
1228,Mateja Kezman,Centre-Forward,26,Chelsea,Premier League,Atlético Madrid,LaLiga,6,13.5,9.0,1
1229,Andy van der Meyde,Right Winger,25,Inter,Italy Serie A,Everton,Premier League,6,12.5,9.0,1
1230,Scott Parker,Central Midfield,24,Chelsea,Premier League,Newcastle,Premier League,6,11.0,9.0,2
1231,Klaas-Jan Huntelaar,Centre-Forward,22,Heerenveen,Eredivisie League(Nederland),AFC Ajax,Eredivisie League(Nederland),6,4.75,9.0,1
1232,Milan Baros,Centre-Forward,23,Liverpool,Premier League,Aston Villa,Premier League,6,17.5,8.84,1
1233,Daniel Agger,Centre-Back,21,Bröndby IF,Denmark Superliga,Liverpool,Premier League,6,0.4,8.76,3
1234,Marek Jankulovski,Left-Back,28,Udinese Calcio,Italy Serie A,AC Milan,Italy Serie A,6,20.0,8.5,3
1235,Valérien Ismaël,Centre-Back,29,Werder Bremen,German Bundesliga,Bayern Munich ,German Bundesliga,6,8.5,8.5,3
1236,Bonaventure Kalou,Right Winger,27,AJ Auxerre,French Ligue 1,Paris SG,French Ligue 1,6,7.5,8.5,1
1237,Georgios Samaras,Left Winger,20,Heerenveen,Eredivisie League(Nederland),Man City,Premier League,6,3.0,8.5,1
1238,Miguel,Right-Back,25,Benfica,LaLiga,Valencia CF,LaLiga,6,15.0,8.0,3
1239,Andrea Caracciolo,Centre-Forward,23,Brescia,Italy Serie B,US Palermo,Italy Serie A,6,8.0,8.0,1
1240,Patrice Evra,Left-Back,24,Monaco,French Ligue 1,Man Utd,Premier League,6,6.5,8.0,3
1241,Stephen Appiah,Central Midfield,24,Juventus,Italy Serie A,Fenerbahce,Turkish Super Lig,6,6.0,8.0,2
