,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
1128,1155,Lima,Centre-Forward,23,Braga,LaLiga,Atlético-PR,Italy Serie A,5,1.25,2.5,1
1129,1156,Mauro Rosales,Right Midfield,23,Newell's,Argentina,AFC Ajax,Eredivisie League(Nederland),5,1.25,2.5,2
1130,1157,Thiago Silva,Centre-Back,20,Juventude,Italy Serie A,FC Porto,LaLiga,5,1.25,2.5,3
1131,1158,Júlio César,Goalkeeper,25,Flamengo,Italy Serie A,Inter,Italy Serie A,5,1.225,2.45,4
1132,1159,Fabrizio Miccoli,Centre-Forward,25,Fiorentina,Italy Serie A,Juventus,Italy Serie A,5,15.0,2.4,1
1133,1160,Erik Hagen,Centre-Back,29,Valerenga,Eliteserien(Norway),Zenit S-Pb,Premier League,5,2.4,2.4,3
1134,1162,Cata Díaz,Centre-Back,25,Colón,Argentina,Boca Juniors,Argentina,5,1.2,2.4,3
1135,1163,Roger,Attacking Midfield,26,Benfica,LaLiga,Corinthians,Italy Serie A,5,1.15,2.3,2
1136,1165,Marek Heinz,Centre-Forward,26,Banik Ostrava,Ukraine league,Bor. M'gladbach,German Bundesliga,5,1.15,2.3,1
1137,1166,Robbie Blake,Second Striker,28,Burnley,English League Championship,Birmingham,Premier League,5,1.125,2.25,1
1138,1167,Richard Chaplow,Central Midfield,20,Burnley,English League Championship,West Brom,Premier League,5,0.05,2.25,2
1140,1170,Fitz Hall,Centre-Back,23,Southampton,Premier League,Crystal Palace,Premier League,5,1.125,2.25,3
1141,1171,Morten Gamst Pedersen,Central Midfield,22,Tromsø,Eliteserien(Norway),Blackburn,Premier League,5,1.125,2.25,2
1142,1172,Milos Krasic,Central Midfield,19,Vojvodina,Serbian SuperLiga,CSKA Moscow,Premier League,5,1.125,2.25,2
1143,1173,Emmanuel Eboué,Right-Back,21,KSK Beveren,Jupiler Pro League(Belgium),Arsenal,Premier League,5,1.1,2.2,3
1144,1175,Vladimir Manchev,Centre-Forward,26,LOSC Lille,French Ligue 1,Levante UD,LaLiga,5,1.1,2.2,1
1145,1176,Tim Cahill,Attacking Midfield,24,Millwall,English League Championship,Everton,Premier League,5,1.1,2.2,2
1146,1177,Adriano,Left-Back,20,Coritiba FC,Italy Serie A,Sevilla FC,LaLiga,5,1.05,2.1,3
1147,1178,Jesper Grönkjaer,Left Winger,27,Birmingham,Premier League,Atlético Madrid,LaLiga,5,1.0,2.0,1
1148,1179,Sonny Anderson,Centre-Forward,34,Villarreal CF,LaLiga,Al Rayyan,Qatar League,5,4.0,2.0,1
1149,1180,Chong-gug Song,Right-Back,25,Feyenoord,Eredivisie League(Nederland),Suwon Bluewings,Korean League,5,2.8,2.0,3
1150,1181,Luís Loureiro,Defensive Midfield,28,Braga,LaLiga,Dinamo Moscow,Premier League,5,2.75,2.0,2
1151,1182,Leandro,Left-Back,25,Cruzeiro,Italy Serie A,FC Porto,LaLiga,5,2.5,2.0,3
1152,1183,Sebastian Mila,Attacking Midfield,22,Grodzisk,Ekstraklasa(Polish),Austria Vienna,German Bundesliga,5,1.5,2.0,2
1153,1184,Léo Lima,Attacking Midfield,22,Marítimo,LaLiga,FC Porto,LaLiga,5,0.5,2.0,2
1154,1185,Aleksey Bugaev,Centre-Back,23,Torpedo Moscow,Premier League,Loko Moscow,Premier League,5,0.05,2.0,3
1155,1187,Jussiê,Attacking Midfield,21,Cruzeiro,Italy Serie A,Lens,French Ligue 1,5,1.0,2.0,2
1156,1188,Kevin Hofland,Centre-Back,25,PSV Eindhoven,Eredivisie League(Nederland),VfL Wolfsburg,German Bundesliga,5,1.0,2.0,3
1157,1189,Juan Carlos Cacho,Centre-Forward,22,CD Cruz Azul,Mexican League,CF Pachuca,Mexican League,5,1.0,2.0,1
1158,1190,Marco Caneira,Centre-Back,25,G. Bordeaux,French Ligue 1,Valencia CF,LaLiga,5,1.0,2.0,3
1159,1191,Vahid Hashemian,Centre-Forward,27,VfL Bochum,German Bundesliga,Bayern Munich ,German Bundesliga,5,1.0,2.0,1
1160,1192,Seyi Olofinjana,Central Midfield,24,SK Brann,Eliteserien(Norway),Wolves,English League Championship,5,1.0,2.0,2
1161,1193,Erik Edman,Left-Back,25,Heerenveen,Eredivisie League(Nederland),Spurs,Premier League,5,1.0,2.0,3
1162,1194,Weldon,Centre-Forward,23,Ponte Preta,Brazil,Al-Nasr,United Arab Emirates,5,1.0,2.0,1
1163,1195,Rodolfo,Centre-Back,21,Fluminense,Brazil,Dynamo Kyiv,Premier League,5,1.0,2.0,3
1164,1196,Serkan Balci,Right-Back,20,Genclerbirligi,Turkish Super Lig,Fenerbahce,Turkish Super Lig,5,1.0,2.0,3
1165,1197,Davide Carrus,Defensive Midfield,25,Fiorentina,Italy Serie A,Bari,Italy Serie B,5,1.0,2.0,2
1167,1199,Pepe,Centre-Back,21,Marítimo,LaLiga,FC Porto,LaLiga,5,1.0,2.0,3
1168,1200,Davide Possanzini,Centre-Forward,28,UC AlbinoLeffe,Italy Serie B,US Palermo,Italy Serie A,5,0.95,1.9,1
1169,1202,Andreas Jakobsson,Centre-Back,32,Bröndby IF,Denmark Superliga,Southampton,Premier League,5,0.9,1.8,3
1170,1203,Damian Gorawski,Right Winger,26,Wisla Kraków,Ekstraklasa(Polish),FK Moskau,Premier League,5,1.75,1.8,1
1171,1205,Serghei Covalciuc,Central Midfield,22,Karpaty,Ukraine league,Spartak Moscow,Premier League,5,0.9,1.8,2
1172,1206,Marcel,Centre-Forward,23,Suwon Bluewings,Korean League,Coimbra,LaLiga,5,0.9,1.8,1
1173,1207,Sixto Peralta,Central Midfield,25,Santos Laguna,Mexican League,Tigres UANL,Mexican League,5,0.9,1.8,2
1174,1208,Calum Davenport,Centre-Back,21,Coventry City,English League Championship,Spurs,Premier League,5,0.9,1.8,3
1175,1209,Ibson,Central Midfield,21,Flamengo,Italy Serie A,FC Porto,LaLiga,5,0.9,1.8,2
1176,1210,Mladen Petric,Centre-Forward,23,Grasshoppers,Super League Greece,FC Basel,Super League Greece,5,0.875,1.75,1
1177,1211,Azar Karadas,Centre-Back,22,Rosenborg BK,Eliteserien(Norway),Benfica,LaLiga,5,0.875,1.75,3
1178,1212,Jonathan Greening,Central Midfield,25,Middlesbrough,Premier League,West Brom,Premier League,5,0.875,1.75,2
1179,1213,Önder Turaci,Centre-Back,22,Standard Liège,Jupiler Pro League(Belgium),Fenerbahce,Turkish Super Lig,5,0.85,1.7,3
1181,1215,Andreas Isaksson,Goalkeeper,22,Djurgarden,Sweden League,Stade Rennais,French Ligue 1,5,0.85,1.7,4
1182,1216,Maksim Romashchenko,Left Midfield,28,Trabzonspor,Turkish Super Lig,Dinamo Moscow,Premier League,5,0.8,1.6,2
1183,1218,Dragan Mladenovic,Defensive Midfield,28,Red Star,Serbian SuperLiga,Rangers,Premier League,5,0.8,1.6,2
1184,1219,Niko Kranjcar,Attacking Midfield,20,Dinamo Zagreb,Croatian First Football League,Hajduk Split,Croatian First Football League,5,0.75,1.5,2
1185,1220,Juan Pablo Sorín,Left-Back,28,Cruzeiro,Brazil,Villarreal CF,LaLiga,5,4.0,1.5,3
1186,1221,Élson,Attacking Midfield,23,Palmeiras,Italy Serie A,VfB Stuttgart,German Bundesliga,5,1.2,1.5,2
1188,1223,Giannis Skopelitis,Defensive Midfield,26,Egaleo AO,Super League Greece,Portsmouth,Premier League,5,0.8,1.5,2
1189,1224,Atiba Hutchinson,Defensive Midfield,21,Östers IF,Sweden League,Helsingborg,Sweden League,5,0.05,1.5,2
1190,1226,Rigobert Song,Centre-Back,28,Lens,French Ligue 1,Galatasaray,Turkish Super Lig,5,0.75,1.5,3
1191,1227,Gilberto,Central Midfield,28,São Caetano,Brazil,Hertha BSC,German Bundesliga,5,0.75,1.5,2
1192,1228,Jérémie Bréchet,Centre-Back,24,Inter,Italy Serie A,Real Sociedad,LaLiga,5,0.75,1.5,3
1193,1229,Ben Thatcher,Left-Back,28,Leicester,English League Championship,Man City,Premier League,5,0.75,1.5,3
1194,1230,Sylvinho,Left-Back,30,Celta de Vigo,LaLiga2,FC Barcelona,LaLiga,5,0.75,1.5,3
1195,1231,Facundo Quiroga,Centre-Back,26,Sporting CP,LaLiga,VfL Wolfsburg,German Bundesliga,5,0.75,1.5,3
1196,1232,Michael Essien,Defensive Midfield,22,Olympique Lyon,French Ligue 1,Chelsea,Premier League,6,19.0,38.0,2
1197,1233,Shaun Wright-Phillips,Right Winger,23,Man City,Premier League,Chelsea,Premier League,6,9.5,31.5,1
1198,1234,Sergio Ramos,Centre-Back,19,Sevilla FC,LaLiga,Real Madrid,LaLiga,6,27.0,27.0,3
1199,1235,Michael Owen,Centre-Forward,25,Real Madrid,LaLiga,Newcastle,Premier League,6,22.0,25.0,1
1200,1236,Alberto Gilardino,Centre-Forward,23,Parma,Italy Serie A,AC Milan,Italy Serie A,6,20.0,25.0,1
1201,1237,Robinho,Left Winger,21,Santos FC,Italy Serie A,Real Madrid,LaLiga,6,25.0,24.0,1
1202,1238,Patrick Vieira,Defensive Midfield,29,Arsenal,Premier League,Juventus,Italy Serie A,6,35.0,20.0,2
1203,1239,Júlio Baptista,Attacking Midfield,23,Sevilla FC,LaLiga,Real Madrid,LaLiga,6,25.0,20.0,2
1204,1240,Albert Luque,Left Winger,27,Dep. La Coruña,LaLiga,Newcastle,Premier League,6,20.0,20.0,1
1205,1241,Maniche,Central Midfield,27,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,18.0,16.0,2
1206,1242,Wálter Samuel,Centre-Back,27,Real Madrid,LaLiga,Inter,Italy Serie A,6,17.0,16.0,3
1207,1243,Fred,Centre-Forward,21,Cruzeiro,Italy Serie A,Olympique Lyon,French Ligue 1,6,7.5,15.6,1
1208,1244,Jermaine Jenas,Central Midfield,22,Newcastle,Premier League,Spurs,Premier League,6,9.0,15.0,2
1209,1245,Aleksandr Hleb,Attacking Midfield,24,VfB Stuttgart,German Bundesliga,Arsenal,Premier League,6,8.5,15.0,2
1210,1246,Asier del Horno,Left-Back,24,Athletic Bilbao,LaLiga,Chelsea,Premier League,6,12.0,12.0,3
1211,1247,David Pizarro,Central Midfield,25,Udinese Calcio,Italy Serie A,Inter,Italy Serie A,6,12.0,12.0,2
1212,1248,David Villa,Centre-Forward,23,Real Zaragoza,LaLiga,Valencia CF,LaLiga,6,12.0,12.0,1
1213,1249,Mohamed Sissoko,Defensive Midfield,20,Valencia CF,LaLiga,Liverpool,Premier League,6,4.0,12.0,2
1214,1250,Javier Mascherano,Defensive Midfield,21,River Plate,Argentina,Corinthians,Italy Serie A,6,11.8,11.8,2
1215,1251,Dean Ashton,Centre-Forward,22,Norwich,English League Championship,West Ham,Premier League,6,6.5,10.89,1
1216,1252,Peter Crouch,Centre-Forward,24,Southampton,English League Championship,Liverpool,Premier League,6,10.5,10.5,1
1217,1253,Nemanja Vidic<U+200E>,Centre-Back,24,Spartak Moscow,Premier League,Man Utd,Premier League,6,8.5,10.5,3
1218,1254,Theo Walcott,Right Winger,16,Southampton,English League Championship,Arsenal,Premier League,6,2.5,10.5,1
1219,1255,Lucho González,Central Midfield,24,River Plate,Argentina,FC Porto,LaLiga,6,6.0,10.25,2
1220,1256,Tiago,Central Midfield,24,Chelsea,Premier League,Olympique Lyon,French Ligue 1,6,10.0,10.1,2
1221,1257,Luca Toni,Centre-Forward,28,US Palermo,Italy Serie A,Fiorentina,Italy Serie A,6,15.0,10.0,1
1222,1258,Luís Fabiano,Centre-Forward,24,FC Porto,LaLiga,Sevilla FC,LaLiga,6,10.0,10.0,1
1223,1259,Georgios Seitaridis,Right-Back,24,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,8.0,10.0,3
1224,1260,Emmanuel Adebayor,Centre-Forward,21,Monaco,French Ligue 1,Arsenal,Premier League,6,7.5,10.0,1
1225,1261,Martin Petrov,Left Winger,26,VfL Wolfsburg,German Bundesliga,Atlético Madrid,LaLiga,6,7.0,10.0,1
1226,1262,Pepe Reina,Goalkeeper,22,Villarreal CF,LaLiga,Liverpool,Premier League,6,4.5,9.8,4
1227,1263,Yakubu Aiyegbeni,Centre-Forward,22,Portsmouth,Premier League,Middlesbrough,Premier League,6,9.5,9.75,1
1228,1264,Mateja Kezman,Centre-Forward,26,Chelsea,Premier League,Atlético Madrid,LaLiga,6,13.5,9.0,1
1229,1265,Andy van der Meyde,Right Winger,25,Inter,Italy Serie A,Everton,Premier League,6,12.5,9.0,1
1230,1266,Scott Parker,Central Midfield,24,Chelsea,Premier League,Newcastle,Premier League,6,11.0,9.0,2
1231,1267,Klaas-Jan Huntelaar,Centre-Forward,22,Heerenveen,Eredivisie League(Nederland),AFC Ajax,Eredivisie League(Nederland),6,4.75,9.0,1
1232,1268,Milan Baros,Centre-Forward,23,Liverpool,Premier League,Aston Villa,Premier League,6,17.5,8.84,1
1233,1269,Daniel Agger,Centre-Back,21,Bröndby IF,Denmark Superliga,Liverpool,Premier League,6,0.4,8.76,3
1234,1270,Marek Jankulovski,Left-Back,28,Udinese Calcio,Italy Serie A,AC Milan,Italy Serie A,6,20.0,8.5,3
1235,1271,Valérien Ismaël,Centre-Back,29,Werder Bremen,German Bundesliga,Bayern Munich ,German Bundesliga,6,8.5,8.5,3
1236,1272,Bonaventure Kalou,Right Winger,27,AJ Auxerre,French Ligue 1,Paris SG,French Ligue 1,6,7.5,8.5,1
1237,1273,Georgios Samaras,Left Winger,20,Heerenveen,Eredivisie League(Nederland),Man City,Premier League,6,3.0,8.5,1
1238,1274,Miguel,Right-Back,25,Benfica,LaLiga,Valencia CF,LaLiga,6,15.0,8.0,3
1239,1275,Andrea Caracciolo,Centre-Forward,23,Brescia,Italy Serie B,US Palermo,Italy Serie A,6,8.0,8.0,1
1240,1276,Patrice Evra,Left-Back,24,Monaco,French Ligue 1,Man Utd,Premier League,6,6.5,8.0,3
1241,1277,Stephen Appiah,Central Midfield,24,Juventus,Italy Serie A,Fenerbahce,Turkish Super Lig,6,6.0,8.0,2
1242,1278,Fernandinho,Defensive Midfield,20,Atlético-PR,Italy Serie A,Shakhtar D.,Premier League,6,0.5,7.8,2
1243,1279,Giorgio Chiellini,Centre-Back,20,Fiorentina,Italy Serie A,Juventus,Italy Serie A,6,9.0,7.7,3
1244,1280,John Carew,Centre-Forward,25,Besiktas,Turkish Super Lig,Olympique Lyon,French Ligue 1,6,7.0,7.6,1
1245,1281,Jon Dahl Tomasson,Centre-Forward,28,AC Milan,Italy Serie A,VfB Stuttgart,German Bundesliga,6,15.0,7.5,1
1246,1282,Craig Bellamy,Left Winger,26,Newcastle,Premier League,Blackburn,Premier League,6,9.0,7.5,1
1247,1283,Benoît Pedretti,Defensive Midfield,24,Marseille,French Ligue 1,Olympique Lyon,French Ligue 1,6,9.0,7.5,2
1248,1284,Domenico Morfeo,Attacking Midfield,29,Inter,Italy Serie A,Parma,Italy Serie A,6,6.0,7.5,2
1249,1285,Stephen Makinwa,Centre-Forward,22,Atalanta,Italy Serie B,US Palermo,Italy Serie A,6,5.0,7.5,1
1250,1286,Ji-seong Park,Attacking Midfield,24,PSV Eindhoven,Eredivisie League(Nederland),Man Utd,Premier League,6,5.0,7.3,2
1251,1287,Mamadou Niang,Centre-Forward,25,R. Strasbourg,French Ligue 1,Marseille,French Ligue 1,6,5.0,7.0,1
1252,1288,Kevin Kuranyi,Centre-Forward,23,VfB Stuttgart,German Bundesliga,FC Schalke 04,German Bundesliga,6,8.0,6.9,1
1253,1289,Per Kröldrup,Centre-Back,25,Udinese Calcio,Italy Serie A,Everton,Premier League,6,7.0,6.8,3
1254,1290,Frédéric Kanouté,Centre-Forward,27,Spurs,Premier League,Sevilla FC,LaLiga,6,7.5,6.5,1
1255,1291,Henri Camara,Centre-Forward,28,Wolves,English League Championship,Wigan,Premier League,6,3.5,6.45,1
1256,1292,Jan Kromkamp,Right-Back,24,AZ Alkmaar,Eredivisie League(Nederland),Villarreal CF,LaLiga,6,8.0,6.0,3
1257,1293,John Utaka,Left Winger,23,Lens,French Ligue 1,Stade Rennais,French Ligue 1,6,7.0,6.0,1
1258,1294,Camel Meriem,Attacking Midfield,25,G. Bordeaux,French Ligue 1,Monaco,French Ligue 1,6,6.0,6.0,2
1259,1295,Benjani,Centre-Forward,27,AJ Auxerre,French Ligue 1,Portsmouth,Premier League,6,4.0,6.0,1
1260,1296,Joseph Enakarhire,Centre-Back,22,Sporting CP,LaLiga,Dinamo Moscow,Premier League,6,2.25,6.0,3
1261,1297,Manuel Pasqual,Left-Back,23,Arezzo,Italy Serie B,Fiorentina,Italy Serie A,6,1.7,6.0,3
1262,1298,Valon Behrami,Defensive Midfield,20,Genoa,Italy Serie B,Lazio,Italy Serie A,6,0.5,6.0,2
1263,1300,Emerson Sheik,Left Winger,26,Urawa Reds,Japanese League,Al Sadd,Qatar League,6,3.0,6.0,1
1264,1301,Antonio Cassano,Second Striker,23,AS Roma,Italy Serie A,Real Madrid,LaLiga,6,2.75,5.5,1
1265,1302,Riccardo Montolivo,Defensive Midfield,20,Atalanta,Italy Serie B,Fiorentina,Italy Serie A,6,5.0,5.5,2
1266,1303,Markus Rosenberg,Centre-Forward,22,Malmö FF,Sweden League,AFC Ajax,Eredivisie League(Nederland),6,5.5,5.3,1
1267,1304,Phil Neville,Right-Back,28,Man Utd,Premier League,Everton,Premier League,6,5.0,5.3,3
1268,1305,Simon Davies,Right Midfield,25,Spurs,Premier League,Everton,Premier League,6,5.5,5.25,2
1269,1307,Rafael van der Vaart,Attacking Midfield,22,AFC Ajax,Eredivisie League(Nederland),Hamburger SV,German Bundesliga,6,2.55,5.1,2
1270,1308,Emre Belözoglu,Central Midfield,24,Inter,Italy Serie A,Newcastle,Premier League,6,12.0,5.0,2
1271,1309,Torsten Frings,Defensive Midfield,28,Bayern Munich ,German Bundesliga,Werder Bremen,German Bundesliga,6,9.0,5.0,2
1272,1310,Maxi Rodríguez,Left Winger,24,Espanyol,LaLiga,Atlético Madrid,LaLiga,6,7.0,5.0,1
1273,1311,Timmy Simons,Defensive Midfield,28,Club Brugge,Jupiler Pro League(Belgium),PSV Eindhoven,Eredivisie League(Nederland),6,5.0,5.0,2
1274,1312,Sylvain Monsoreau,Centre-Back,24,FC Sochaux,French Ligue 1,Olympique Lyon,French Ligue 1,6,5.0,5.0,3
1275,1313,Jô,Centre-Forward,18,Corinthians,Italy Serie A,CSKA Moscow,Premier League,6,5.0,5.0,1
1276,1314,Rafinha,Right-Back,19,Coritiba FC,Italy Serie A,FC Schalke 04,German Bundesliga,6,4.5,5.0,3
1277,1315,Jérémy Mathieu,Centre-Back,21,FC Sochaux,French Ligue 1,Toulouse,French Ligue 1,6,3.5,5.0,3
1278,1316,Carlos Diogo,Right-Back,21,River Plate,Argentina,Real Madrid,LaLiga,6,2.5,5.0,3
1279,1317,Thomas Kahlenberg,Central Midfield,22,Bröndby IF,Denmark Superliga,AJ Auxerre,French Ligue 1,6,1.5,5.0,2
1280,1318,Barreto,Second Striker,19,Treviso,Italy Serie A,Udinese Calcio,Italy Serie A,6,1.0,5.0,1
1281,1319,Michele Canini,Centre-Back,20,Atalanta,Italy Serie B,Cagliari Calcio,Italy Serie A,6,0.25,5.0,3
1282,1320,El-Hadji Diouf,Centre-Forward,24,Liverpool,Premier League,Bolton,Premier League,6,6.5,4.8,1
1283,1321,Wilfred Bouma,Left-Back,27,PSV Eindhoven,Eredivisie League(Nederland),Aston Villa,Premier League,6,5.0,4.7,3
1284,1322,Tom Huddlestone,Defensive Midfield,18,Derby,English League Championship,Spurs,Premier League,6,4.7,4.7,2
1285,1323,Mikael Forssell,Centre-Forward,24,Chelsea,Premier League,Birmingham,Premier League,6,7.0,4.5,1
1286,1324,Mozart,Defensive Midfield,25,Reggina,Italy Serie A,Spartak Moscow,Premier League,6,5.0,4.5,2
1287,1325,Igor Semshov,Central Midfield,27,Torpedo Moscow,Premier League,Dinamo Moscow,Premier League,6,4.0,4.5,2
1288,1326,Martin Stranzl,Centre-Back,25,VfB Stuttgart,German Bundesliga,Spartak Moscow,Premier League,6,3.5,4.5,3
1289,1327,Darren Bent,Centre-Forward,21,Ipswich,English League Championship,Charlton,Premier League,6,3.5,4.5,1
1290,1328,Nathan Ellington,Centre-Forward,24,Wigan,Premier League,West Brom,Premier League,6,2.25,4.5,1
1291,1329,Lima,Centre-Forward,23,Atlético-PR,Italy Serie A,Ittihad,Saudi Arabia League,6,0.2,4.5,1
1292,1331,Lassana Diarra,Defensive Midfield,20,AC Le Havre,Ligue 2,Chelsea,Premier League,6,2.25,4.5,2
1293,1332,Shunsuke Nakamura,Attacking Midfield,27,Reggina,Italy Serie A,Celtic,Premier League,6,2.1,4.2,2
1294,1334,Emiliano Bonazzoli,Centre-Forward,26,Reggina,Italy Serie A,Parma,Italy Serie A,6,2.075,4.15,1
1295,1335,Robert Earnshaw,Centre-Forward,24,West Brom,Premier League,Norwich,English League Championship,6,5.3,4.13,1
1296,1336,Costinha,Defensive Midfield,30,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,15.0,4.0,2
1297,1337,Per Kröldrup,Centre-Back,26,Everton,Premier League,Fiorentina,Italy Serie A,6,7.25,4.0,3
1298,1338,Cicinho,Right-Back,25,São Paulo,Italy Serie A,Real Madrid,LaLiga,6,5.0,4.0,3
1299,1339,Edwin van der Sar,Goalkeeper,34,Fulham,Premier League,Man Utd,Premier League,6,4.75,4.0,4
1300,1340,Pablo García,Defensive Midfield,28,CA Osasuna,LaLiga,Real Madrid,LaLiga,6,4.25,4.0,2
1301,1341,Simon Vukcevic,Right Winger,19,Partizan,Ukraine league,Saturn,Premier League,6,4.0,4.0,1
1302,1342,Reinaldo,Centre-Forward,26,Paris SG,French Ligue 1,Kashiwa Reysol,Japanese League,6,4.0,4.0,1
1303,1343,Andreas Ivanschitz,Attacking Midfield,22,Rapid Vienna,German Bundesliga,RB Salzburg,German Bundesliga,6,3.8,4.0,2
1304,1344,Vladimir Bystrov,Right Midfield,21,Zenit S-Pb,Premier League,Spartak Moscow,Premier League,6,3.3,4.0,2
1305,1345,Eduardo Costa,Defensive Midfield,22,Marseille,French Ligue 1,Espanyol,LaLiga,6,3.0,4.0,2
1306,1346,Lorik Cana,Centre-Back,22,Paris SG,French Ligue 1,Marseille,French Ligue 1,6,2.8,4.0,3
1307,1347,Mike Hanke,Centre-Forward,21,FC Schalke 04,German Bundesliga,VfL Wolfsburg,German Bundesliga,6,1.75,4.0,1
1308,1348,Alex Song,Defensive Midfield,17,SC Bastia,Ligue 2,Arsenal,Premier League,6,1.25,4.0,2
1309,1349,Aleksandr Samedov,Right Winger,20,Spartak Moscow,Premier League,Loko Moscow,Premier League,6,0.15,4.0,1
1310,1350,Patrick Müller,Centre-Back,29,FC Basel,Super League Greece,Olympique Lyon,French Ligue 1,6,3.0,3.8,3
1311,1351,Yossi Benayoun,Right Winger,25,Racing,LaLiga,West Ham,Premier League,6,4.0,3.75,1
1312,1352,Tolga Seyhan,Centre-Back,28,Trabzonspor,Turkish Super Lig,Shakhtar D.,Premier League,6,3.5,3.75,3
1313,1353,Paul Scharner,Centre-Back,25,SK Brann,Eliteserien(Norway),Wigan,Premier League,6,3.0,3.67,3
1314,1354,Darius Vassell,Centre-Forward,25,Aston Villa,Premier League,Man City,Premier League,6,5.75,3.6,1
1315,1355,Elvis Abbruscato,Centre-Forward,25,Arezzo,Italy Serie B,Torino,Italy Serie B,6,0.7,3.6,1
1316,1356,Ewerthon,Centre-Forward,24,Bor. Dortmund,German Bundesliga,Real Zaragoza,LaLiga,6,12.0,3.5,1
1317,1357,Aílton,Centre-Forward,32,FC Schalke 04,German Bundesliga,Besiktas,Turkish Super Lig,6,8.0,3.5,1
1318,1358,Deivid,Centre-Forward,25,Santos FC,Italy Serie A,Sporting CP,LaLiga,6,3.5,3.5,1
1319,1359,Grzegorz Rasiak,Centre-Forward,26,Derby,English League Championship,Spurs,Premier League,6,3.5,3.5,1
1320,1360,Thiago Silva,Centre-Back,20,FC Porto,LaLiga,Dinamo Moscow,Premier League,6,3.5,3.5,3
1321,1361,Alberto Rivera,Central Midfield,27,Levante UD,LaLiga2,Real Betis,LaLiga,6,0.8,3.5,2
1322,1363,Jonás Gutiérrez,Left Midfield,22,Vélez Sarsfield,Argentina,RCD Mallorca,LaLiga,6,1.75,3.5,2
1323,1364,Pablo Zabaleta,Right-Back,20,San Lorenzo,Argentina,Espanyol,LaLiga,6,1.75,3.5,3
1324,1365,Bryan Bergougnoux,Attacking Midfield,22,Olympique Lyon,French Ligue 1,Toulouse,French Ligue 1,6,1.7,3.4,2
1325,1367,Tomas Jun,Second Striker,22,Sparta Praha,Ukraine league,Trabzonspor,Turkish Super Lig,6,1.625,3.25,1
1326,1368,Danny Murphy,Central Midfield,28,Charlton,Premier League,Spurs,Premier League,6,5.3,3.21,2
1327,1369,Vikash Dhorasoo,Central Midfield,31,AC Milan,Italy Serie A,Paris SG,French Ligue 1,6,4.0,3.2,2
1328,1371,Maciej Zurawski,Centre-Forward,28,Wisla Kraków,Ekstraklasa(Polish),Celtic,Premier League,6,1.55,3.1,1
1329,1372,Clinton Morrison,Centre-Forward,26,Birmingham,Premier League,Crystal Palace,English League Championship,6,7.0,3.0,1
1330,1373,Jesper Grönkjaer,Left Winger,27,Atlético Madrid,LaLiga,VfB Stuttgart,German Bundesliga,6,6.5,3.0,1
1331,1374,Santos,Centre-Forward,26,FC Sochaux,French Ligue 1,Toulouse,French Ligue 1,6,6.5,3.0,1
1332,1375,Aruna Dindane,Second Striker,24,RSC Anderlecht,Jupiler Pro League(Belgium),Lens,French Ligue 1,6,5.0,3.0,1
1333,1376,Albert Riera,Left Winger,23,G. Bordeaux,French Ligue 1,Espanyol,LaLiga,6,4.75,3.0,1
1334,1377,Alou Diarra,Defensive Midfield,23,Liverpool,Premier League,Lens,French Ligue 1,6,4.0,3.0,2
1335,1378,Frédéric Piquionne,Centre-Forward,26,Stade Rennais,French Ligue 1,Saint-Étienne,French Ligue 1,6,4.0,3.0,1
1336,1379,Pascal Feindouno,Right Winger,24,G. Bordeaux,French Ligue 1,Saint-Étienne,French Ligue 1,6,4.0,3.0,1
1337,1380,Fabrice Pancrate,Right Winger,25,Le Mans,French Ligue 1,Paris SG,French Ligue 1,6,4.0,3.0,1
1338,1381,Grzegorz Rasiak,Centre-Forward,26,Spurs,Premier League,Southampton,English League Championship,6,3.5,3.0,1
1339,1382,Andrew O'Brien,Centre-Back,26,Newcastle,Premier League,Portsmouth,Premier League,6,3.5,3.0,3
1340,1383,Abou Diaby,Central Midfield,19,AJ Auxerre,French Ligue 1,Arsenal,Premier League,6,3.0,3.0,2
1341,1384,Mohamed Zidan,Second Striker,23,FC Midtjylland,Denmark Superliga,Werder Bremen,German Bundesliga,6,3.0,3.0,1
1342,1385,Erik Edman,Left-Back,26,Spurs,Premier League,Stade Rennais,French Ligue 1,6,3.0,3.0,3
1343,1386,David Rozehnal,Centre-Back,25,Club Brugge,Jupiler Pro League(Belgium),Paris SG,French Ligue 1,6,2.5,3.0,3
1344,1387,Sergey Semak,Central Midfield,29,Paris SG,French Ligue 1,FK Moskau,Premier League,6,2.5,3.0,2
1345,1388,Hossam Ghaly,Central Midfield,24,Feyenoord,Eredivisie League(Nederland),Spurs,Premier League,6,2.5,3.0,2
1346,1389,Moumouni Dagano,Centre-Forward,24,Guingamp,Ligue 2,FC Sochaux,French Ligue 1,6,2.5,3.0,1
1347,1390,Luis García,Central Midfield,24,RCD Mallorca,LaLiga,Espanyol,LaLiga,6,2.5,3.0,2
1348,1391,Marcus Bent,Centre-Forward,27,Everton,Premier League,Charlton,Premier League,6,2.25,3.0,1
