,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
3872,3957,Atinc Nukan,Centre-Back,21,Besiktas,Turkish Super Lig,RB Leipzig,German Bundesliga 2,16,2.5,6.0,3
3873,3958,Henri Saivet,Attacking Midfield,25,G. Bordeaux,French Ligue 1,Newcastle,Premier League,16,2.5,6.0,2
3874,3959,David Nugent,Centre-Forward,30,Leicester,Premier League,Middlesbrough,English League Championship,16,2.0,5.6,1
3875,3960,Ezequiel Lavezzi,Second Striker,30,Paris SG,French Ligue 1,HB CFFC,Super League Greece,16,9.0,5.5,1
3876,3961,Paul Pogba,Central Midfield,23,Juventus,Italy Serie A,Man Utd,Premier League,17,70.0,105.0,2
3877,3962,Gonzalo Higuaín,Centre-Forward,28,SSC Napoli,Italy Serie A,Juventus,Italy Serie A,17,65.0,90.0,1
3878,3963,Oscar,Attacking Midfield,25,Chelsea,Premier League,SIPG,Super League Greece,17,35.0,60.0,2
3879,3964,Hulk,Right Winger,29,Zenit S-Pb,Premier League,SIPG,Super League Greece,17,32.0,55.8,1
3880,3965,John Stones,Centre-Back,22,Everton,Premier League,Man City,Premier League,17,28.0,55.6,3
3881,3966,Leroy Sané,Left Winger,20,FC Schalke 04,German Bundesliga,Man City,Premier League,17,30.0,50.5,1
3882,3967,Granit Xhaka,Defensive Midfield,23,Bor. M'gladbach,German Bundesliga,Arsenal,Premier League,17,25.0,45.0,2
3883,3968,Henrikh Mkhitaryan,Attacking Midfield,27,Bor. Dortmund,German Bundesliga,Man Utd,Premier League,17,30.0,42.0,2
3884,3969,Sadio Mané,Left Winger,24,Southampton,Premier League,Liverpool,Premier League,17,20.0,41.2,1
3885,3970,Shkodran Mustafi,Centre-Back,24,Valencia CF,LaLiga,Arsenal,Premier League,17,20.0,41.0,3
3886,3971,João Mário,Attacking Midfield,23,Sporting CP,LaLiga,Inter,Italy Serie A,17,30.0,40.0,2
3887,3972,Julian Draxler,Central Midfield,23,VfL Wolfsburg,German Bundesliga,Paris SG,French Ligue 1,17,28.0,40.0,2
3888,3973,Michy Batshuayi,Centre-Forward,22,Marseille,French Ligue 1,Chelsea,Premier League,17,15.0,39.0,1
3889,3974,Eric Bailly,Centre-Back,22,Villarreal CF,LaLiga,Man Utd,Premier League,17,8.0,38.0,3
3890,3975,André Gomes,Central Midfield,22,Valencia CF,LaLiga,FC Barcelona,LaLiga,17,30.0,37.0,2
3891,3976,N'Golo Kanté,Defensive Midfield,25,Leicester,Premier League,Chelsea,Premier League,17,20.0,35.8,2
3892,3977,Mats Hummels,Centre-Back,27,Bor. Dortmund,German Bundesliga,Bayern Munich ,German Bundesliga,17,32.0,35.0,3
3893,3978,David Luiz,Centre-Back,29,Paris SG,French Ligue 1,Chelsea,Premier League,17,28.0,35.0,3
3894,3979,Moussa Sissoko,Central Midfield,27,Newcastle,English League Championship,Spurs,Premier League,17,13.0,35.0,2
3895,3980,Renato Sanches,Central Midfield,18,Benfica,LaLiga,Bayern Munich ,German Bundesliga,17,10.0,35.0,2
3896,3981,Miralem Pjanic,Central Midfield,26,AS Roma,Italy Serie A,Juventus,Italy Serie A,17,35.0,32.0,2
3897,3982,Gabriel Jesus,Centre-Forward,19,Palmeiras,Italy Serie A,Man City,Premier League,17,16.0,32.0,1
3898,3983,Arkadiusz Milik,Centre-Forward,22,AFC Ajax,Eredivisie League(Nederland),SSC Napoli,Italy Serie A,17,12.0,32.0,1
3899,3984,Christian Benteke,Centre-Forward,25,Liverpool,Premier League,Crystal Palace,Premier League,17,27.0,31.2,1
3900,3985,Islam Slimani,Centre-Forward,28,Sporting CP,LaLiga,Leicester,Premier League,17,22.0,30.5,1
3901,3986,Álvaro Morata,Centre-Forward,23,Juventus,Italy Serie A,Real Madrid,LaLiga,17,30.0,30.0,1
3902,3987,Paco Alcácer,Centre-Forward,23,Valencia CF,LaLiga,FC Barcelona,LaLiga,17,25.0,30.0,1
3903,3988,Kévin Gameiro,Centre-Forward,29,Sevilla FC,LaLiga,Atlético Madrid,LaLiga,17,20.0,30.0,1
3904,3989,André Schürrle,Left Winger,25,VfL Wolfsburg,German Bundesliga,Bor. Dortmund,German Bundesliga,17,18.0,30.0,1
3905,3990,Gonçalo Guedes,Left Winger,20,Benfica,LaLiga,Paris SG,French Ligue 1,17,9.0,30.0,1
3906,3991,Gabriel Barbosa,Second Striker,20,Santos FC,Italy Serie A,Inter,Italy Serie A,17,20.0,29.5,1
3907,3992,Dimitri Payet,Attacking Midfield,29,West Ham,Premier League,Marseille,French Ligue 1,17,30.0,29.3,2
3908,3993,Yannick Bolasie,Left Winger,27,Crystal Palace,Premier League,Everton,Premier League,17,14.0,28.9,1
3909,3994,Grzegorz Krychowiak,Defensive Midfield,26,Sevilla FC,LaLiga,Paris SG,French Ligue 1,17,30.0,27.5,2
3910,3995,Georginio Wijnaldum,Central Midfield,25,Newcastle,English League Championship,Liverpool,Premier League,17,20.0,27.5,2
3911,3996,Ilkay Gündogan,Central Midfield,25,Bor. Dortmund,German Bundesliga,Man City,Premier League,17,30.0,27.0,2
3912,3997,Nico Gaitán,Left Winger,28,Benfica,LaLiga,Atlético Madrid,LaLiga,17,30.0,25.0,1
3913,3998,Samuel Umtiti,Centre-Back,22,Olympique Lyon,French Ligue 1,FC Barcelona,LaLiga,17,15.0,25.0,3
3914,3999,Jesé,Left Winger,23,Real Madrid,LaLiga,Paris SG,French Ligue 1,17,14.0,25.0,1
3915,4000,André Ayew,Left Winger,26,Swansea,Premier League,West Ham,Premier League,17,18.0,24.1,1
3916,4001,Ezequiel Garay,Centre-Back,29,Zenit S-Pb,Premier League,Valencia CF,LaLiga,17,20.0,24.0,3
3917,4002,Naby Keïta,Central Midfield,21,RB Salzburg,German Bundesliga,RB Leipzig,German Bundesliga,17,11.0,24.0,2
3918,4003,Odion Ighalo,Centre-Forward,27,Watford,Premier League,CC Yatai,Super League Greece,17,12.0,23.3,1
3919,4004,Marcos Alonso,Left-Back,25,Fiorentina,Italy Serie A,Chelsea,Premier League,17,9.0,23.0,3
3920,4005,Marko Pjaca,Left Winger,21,Dinamo Zagreb,Croatian First Football League,Juventus,Italy Serie A,17,8.0,23.0,1
3921,4006,Morgan Schneiderlin,Defensive Midfield,27,Man Utd,Premier League,Everton,Premier League,17,28.0,22.9,2
3922,4007,Breel Embolo,Centre-Forward,19,FC Basel,Super League Greece,FC Schalke 04,German Bundesliga,17,20.0,22.5,1
3923,4008,Vincent Janssen,Centre-Forward,22,AZ Alkmaar,Eredivisie League(Nederland),Spurs,Premier League,17,6.0,22.1,1
3924,4009,Mario Götze,Attacking Midfield,24,Bayern Munich ,German Bundesliga,Bor. Dortmund,German Bundesliga,17,35.0,22.0,2
3925,4010,Antonio Candreva,Right Winger,29,Lazio,Italy Serie A,Inter,Italy Serie A,17,23.0,22.0,1
3926,4011,Chengdong Zhang,Right Winger,27,BJ Sinobo Guoan,Super League Greece,HB CFFC,Super League Greece,17,0.475,20.44,1
3927,4012,Axel Witsel,Central Midfield,27,Zenit S-Pb,Premier League,TJ Quanjian,Super League Greece,17,20.0,20.0,2
3928,4013,Kevin Volland,Centre-Forward,23,TSG Hoffenheim,German Bundesliga,Bay. Leverkusen,German Bundesliga,17,17.0,20.0,1
3930,4015,Ahmed Musa,Centre-Forward,23,CSKA Moscow,Premier League,Leicester,Premier League,17,18.0,19.5,1
3931,4016,Mattia Caldara,Centre-Back,22,Atalanta,Italy Serie A,Juventus,Italy Serie A,17,8.0,19.0,3
3932,4017,Sofiane Boufal,Attacking Midfield,22,LOSC Lille,French Ligue 1,Southampton,Premier League,17,13.0,18.7,2
3933,4018,Joaquín Correa,Left Winger,21,Sampdoria,Italy Serie A,Sevilla FC,LaLiga,17,6.5,18.2,1
3934,4019,Claudio Bravo,Goalkeeper,33,FC Barcelona,LaLiga,Man City,Premier League,17,15.0,18.0,4
3935,4020,Nolito,Left Winger,29,Celta de Vigo,LaLiga,Man City,Premier League,17,15.0,18.0,1
3936,4021,Aleksandar Dragovic,Centre-Back,25,Dynamo Kyiv,Premier League,Bay. Leverkusen,German Bundesliga,17,15.0,18.0,3
3937,4022,Leonardo Pavoletti,Centre-Forward,28,Genoa,Italy Serie A,SSC Napoli,Italy Serie A,17,13.0,18.0,1
3938,4023,Jordon Ibe,Right Winger,20,Liverpool,Premier League,Bournemouth,Premier League,17,7.0,18.0,1
3939,4024,Alexandre Pato,Centre-Forward,27,Villarreal CF,LaLiga,TJ Quanjian,Super League Greece,17,6.0,18.0,1
3940,4025,Borja Bastón,Centre-Forward,23,Atlético Madrid,LaLiga,Swansea,Premier League,17,5.0,18.0,1
3941,4026,Yuhao Zhao,Defensive Midfield,23,ZJ Greentown,French Ligue 1,HB CFFC,Super League Greece,17,0.1,17.8,2
3942,4027,Wilfred Ndidi,Defensive Midfield,20,KRC Genk,Jupiler Pro League(Belgium),Leicester,Premier League,17,8.0,17.6,2
3943,4028,Manolo Gabbiadini,Centre-Forward,25,SSC Napoli,Italy Serie A,Southampton,Premier League,17,15.0,17.0,1
3944,4029,Franco Vázquez,Attacking Midfield,27,US Palermo,Italy Serie A,Sevilla FC,LaLiga,17,15.0,16.8,2
3945,4030,Gerson,Right Winger,19,Fluminense,Italy Serie A,AS Roma,Italy Serie A,17,6.0,16.6,1
3946,4031,Lucas Digne,Left-Back,22,Paris SG,French Ligue 1,FC Barcelona,LaLiga,17,12.0,16.5,3
3947,4032,Memphis Depay,Left Winger,22,Man Utd,Premier League,Olympique Lyon,French Ligue 1,17,25.0,16.0,1
3948,4033,Rafa Silva,Right Winger,23,Braga,LaLiga,Benfica,LaLiga,17,15.0,16.0,1
3949,4034,Sime Vrsaljko,Right-Back,24,Sassuolo,Italy Serie A,Atlético Madrid,LaLiga,17,13.0,16.0,3
3950,4035,Andros Townsend,Right Winger,24,Newcastle,English League Championship,Crystal Palace,Premier League,17,9.0,15.6,1
3951,4036,Joe Allen,Central Midfield,26,Liverpool,Premier League,Stoke City,Premier League,17,8.0,15.5,2
3952,4037,Nampalys Mendy,Defensive Midfield,24,OGC Nice,French Ligue 1,Leicester,Premier League,17,7.5,15.5,2
3953,4038,Ryan Mason,Central Midfield,25,Spurs,Premier League,Hull City,Premier League,17,7.5,15.4,2
3954,4039,Graziano Pellè,Centre-Forward,31,Southampton,Premier League,SD Luneng,Super League Greece,17,11.0,15.25,1
3955,4040,Nacer Chadli,Left Winger,27,Spurs,Premier League,West Brom,Premier League,17,13.0,15.2,1
3956,4041,Oliver Burke,Right Winger,19,Nottm Forest,English League Championship,RB Leipzig,German Bundesliga,17,0.25,15.2,1
3957,4042,Robbie Brady,Left Midfield,25,Norwich,English League Championship,Burnley,Premier League,17,8.0,15.1,2
3958,4043,Luka Milivojevic,Defensive Midfield,25,Olympiacos,Super League Greece,Crystal Palace,Premier League,17,8.0,15.1,2
3959,4044,Mohamed Salah,Right Winger,24,Chelsea,Premier League,AS Roma,Italy Serie A,17,20.0,15.0,1
3960,4045,Christoph Kramer,Defensive Midfield,25,Bay. Leverkusen,German Bundesliga,Bor. M'gladbach,German Bundesliga,17,12.0,15.0,2
3961,4046,Ousmane Dembélé,Right Winger,19,Stade Rennais,French Ligue 1,Bor. Dortmund,German Bundesliga,17,12.0,15.0,1
3962,4047,Jonatan Soriano,Centre-Forward,31,RB Salzburg,German Bundesliga,BJ Sinobo Guoan,Super League Greece,17,6.0,15.0,1
3963,4048,Pierre-Emile Höjbjerg,Central Midfield,20,Bayern Munich ,German Bundesliga,Southampton,Premier League,17,6.0,15.0,2
3964,4049,Djibril Sidibé,Right-Back,23,LOSC Lille,French Ligue 1,Monaco,French Ligue 1,17,4.0,15.0,3
3965,4050,Isaac Success,Left Winger,20,Granada CF,LaLiga,Watford,Premier League,17,3.0,15.0,1
3966,4051,Hélder Costa,Right Winger,23,Benfica,LaLiga,Wolves,English League Championship,17,3.0,15.0,1
3967,4052,Rodolfo Pizarro,Attacking Midfield,22,CF Pachuca,Mexican League,Chivas,Mexican League,17,5.0,14.75,2
3968,4053,Amadou Diawara,Defensive Midfield,19,Bologna,Italy Serie A,SSC Napoli,Italy Serie A,17,11.0,14.5,2
3969,4054,Victor Wanyama,Defensive Midfield,25,Southampton,Premier League,Spurs,Premier League,17,15.0,14.4,2
3970,4055,Ross McCormack,Second Striker,29,Fulham,English League Championship,Aston Villa,English League Championship,17,8.0,14.3,1
3971,4056,Lucas Pérez,Centre-Forward,27,Dep. La Coruña,LaLiga,Arsenal,Premier League,17,12.0,14.0,1
3972,4057,Piotr Zielinski,Central Midfield,22,Udinese Calcio,Italy Serie A,SSC Napoli,Italy Serie A,17,12.0,14.0,2
3973,4058,Filip Kostic,Left Winger,23,VfB Stuttgart,German Bundesliga 2,Hamburger SV,German Bundesliga,17,10.0,14.0,1
3974,4059,Ashley Williams,Centre-Back,31,Swansea,Premier League,Everton,Premier League,17,8.0,14.0,3
3975,4060,Timo Werner,Centre-Forward,20,VfB Stuttgart,German Bundesliga 2,RB Leipzig,German Bundesliga,17,8.0,14.0,1
3976,4061,Saido Berahino,Centre-Forward,23,West Brom,Premier League,Stoke City,Premier League,17,15.0,13.9,1
3977,4062,Jeffrey Schlupp,Left-Back,24,Leicester,Premier League,Crystal Palace,Premier League,17,8.0,13.8,3
3978,4063,Roberto Soriano,Left Winger,25,Sampdoria,Italy Serie A,Villarreal CF,LaLiga,17,14.0,13.75,1
3979,4064,Leon Bailey,Left Winger,19,KRC Genk,Jupiler Pro League(Belgium),Bay. Leverkusen,German Bundesliga,17,12.5,13.5,1
3980,4065,Stevan Jovetic,Centre-Forward,27,Man City,Premier League,Inter,Italy Serie A,17,10.0,13.5,1
3981,4066,Nathan Redmond,Left Winger,22,Norwich,English League Championship,Southampton,Premier League,17,7.5,13.5,1
3982,4067,Stephan El Shaarawy,Left Winger,23,AC Milan,Italy Serie A,AS Roma,Italy Serie A,17,17.0,13.0,1
3983,4068,Roberto Pereyra,Attacking Midfield,25,Juventus,Italy Serie A,Watford,Premier League,17,16.0,13.0,2
3984,4069,Nicola Sansone,Left Winger,24,Sassuolo,Italy Serie A,Villarreal CF,LaLiga,17,12.0,13.0,1
3985,4070,Jasper Cillessen,Goalkeeper,27,AFC Ajax,Eredivisie League(Nederland),FC Barcelona,LaLiga,17,12.0,13.0,4
3986,4071,Benjamin Mendy,Left-Back,21,Marseille,French Ligue 1,Monaco,French Ligue 1,17,6.5,13.0,3
3987,4072,Yannick Gerhardt,Left-Back,22,1. FC Köln,German Bundesliga,VfL Wolfsburg,German Bundesliga,17,4.5,13.0,3
3988,4073,Jonathan Kodjia,Centre-Forward,26,Bristol City,English League Championship,Aston Villa,English League Championship,17,2.5,12.9,1
3989,4074,Fernando,Defensive Midfield,24,Sampdoria,Italy Serie A,Spartak Moscow,Premier League,17,11.0,12.5,2
3990,4075,Yunus Malli,Attacking Midfield,24,1.FSV Mainz 05,German Bundesliga,VfL Wolfsburg,German Bundesliga,17,10.0,12.5,2
3991,4076,Jannik Vestergaard,Centre-Back,23,Werder Bremen,German Bundesliga,Bor. M'gladbach,German Bundesliga,17,7.0,12.5,3
3992,4077,Yongpo Wang,Attacking Midfield,30,SD Luneng,Super League Greece,TJ Quanjian,Super League Greece,17,0.4,12.44,2
3993,4078,Riechedly Bazoer,Defensive Midfield,20,AFC Ajax,Eredivisie League(Nederland),VfL Wolfsburg,German Bundesliga,17,15.0,12.0,2
3994,4079,Manuel Lanzini,Attacking Midfield,23,Al-Jazira,UAE Gulf League,West Ham,Premier League,17,9.0,12.0,2
3996,4081,Sebastian Rode,Central Midfield,25,Bayern Munich ,German Bundesliga,Bor. Dortmund,German Bundesliga,17,8.0,12.0,2
3997,4082,Maicon,Centre-Back,27,FC Porto,LaLiga,São Paulo,Italy Serie A,17,8.0,12.0,3
3998,4083,Brown Ideye,Centre-Forward,28,Olympiacos,Super League Greece,TJ Teda,Super League Greece,17,6.0,12.0,1
3999,4084,Matt Ritchie,Right Midfield,26,Bournemouth,Premier League,Newcastle,English League Championship,17,6.0,12.0,2
4000,4085,Robert Snodgrass,Right Winger,29,Hull City,Premier League,West Ham,Premier League,17,5.0,12.0,1
4001,4086,Dwight Gayle,Centre-Forward,25,Crystal Palace,Premier League,Newcastle,English League Championship,17,3.0,12.0,1
4002,4088,Bas Dost,Centre-Forward,27,VfL Wolfsburg,German Bundesliga,Sporting CP,LaLiga,17,5.925,11.85,1
4003,4089,Jeff Hendrick,Central Midfield,24,Derby,English League Championship,Burnley,Premier League,17,1.5,11.8,2
4004,4090,James Tomkins,Centre-Back,27,West Ham,Premier League,Crystal Palace,Premier League,17,6.0,11.7,3
4005,4091,Jeffrey Bruma,Centre-Back,24,PSV Eindhoven,Eredivisie League(Nederland),VfL Wolfsburg,German Bundesliga,17,7.75,11.5,3
4006,4092,Anthony Ujah,Centre-Forward,25,Werder Bremen,German Bundesliga,Liaoning FC,Super League Greece,17,5.5,11.5,1
4007,4093,Jake Livermore,Defensive Midfield,27,Hull City,Premier League,West Brom,Premier League,17,4.5,11.5,2
4008,4094,Min Cui,Centre-Back,27,YB Funde,Super League Greece,SZ FC,French Ligue 1,17,0.175,11.5,3
4009,4095,Edin Dzeko,Centre-Forward,30,Man City,Premier League,AS Roma,Italy Serie A,17,18.0,11.0,1
4010,4096,Hakim Ziyech,Attacking Midfield,23,FC Twente,Eredivisie League(Nederland),AFC Ajax,Eredivisie League(Nederland),17,11.0,11.0,2
4011,4097,Kamil Glik,Centre-Back,28,Torino,Italy Serie A,Monaco,French Ligue 1,17,10.0,11.0,3
4012,4098,Georges-Kevin N'Koudou,Left Winger,21,Marseille,French Ligue 1,Spurs,Premier League,17,7.0,11.0,1
4013,4099,Andrej Kramaric,Centre-Forward,25,Leicester,Premier League,TSG Hoffenheim,German Bundesliga,17,5.0,11.0,1
4014,4100,Mingjian Zhao,Right-Back,29,SD Luneng,Super League Greece,HB CFFC,Super League Greece,17,0.45,10.95,3
4015,4101,Hang Ren,Left-Back,27,JS Suning,Super League Greece,HB CFFC,Super League Greece,17,0.4,10.75,3
4016,4102,Carlos Tévez,Second Striker,32,Boca Juniors,LaLiga,SH Shenhua,Super League Greece,17,8.5,10.5,1
4017,4103,Cristian Ansaldi,Left-Back,29,Genoa,Italy Serie A,Inter,Italy Serie A,17,6.0,10.5,3
4018,4104,Patrick van Aanholt,Left-Back,26,Sunderland,Premier League,Crystal Palace,Premier League,17,6.0,10.5,3
4019,4105,Marten de Roon,Central Midfield,25,Atalanta,Italy Serie A,Middlesbrough,Premier League,17,5.0,10.5,2
4020,4106,Scott Hogan,Centre-Forward,24,Brentford,English League Championship,Aston Villa,English League Championship,17,0.5,10.5,1
4021,4107,Kyung-won Kwon,Centre-Back,24,Al-Ahli (UAE),UAE Gulf League,TJ Quanjian,Super League Greece,17,0.4,10.5,3
4022,4108,Wenzhao Zhang,Right Midfield,29,SD Luneng,Super League Greece,GZ Evergrande,Super League Greece,17,0.25,10.4,2
4023,4109,Dennis Praet,Central Midfield,22,RSC Anderlecht,Jupiler Pro League(Belgium),Sampdoria,Italy Serie A,17,9.0,10.0,2
4025,4111,Giovani Lo Celso,Central Midfield,20,CA Rosario,LaLiga,Paris SG,French Ligue 1,17,7.5,10.0,2
4026,4112,Lorenzo Tonelli,Centre-Back,26,FC Empoli,Italy Serie A,SSC Napoli,Italy Serie A,17,5.5,10.0,3
4027,4113,Dayot Upamecano,Centre-Back,18,RB Salzburg,German Bundesliga,RB Leipzig,German Bundesliga,17,5.0,10.0,3
4028,4114,Rubén Rochina,Attacking Midfield,25,Granada CF,LaLiga,Rubin Kazan,Premier League,17,3.0,10.0,2
4029,4115,Josip Brekalo,Left Winger,18,Dinamo Zagreb,Croatian First Football League,VfL Wolfsburg,German Bundesliga,17,1.0,10.0,1
4031,4117,Éder,Second Striker,29,Sampdoria,Italy Serie A,Inter,Italy Serie A,17,12.0,9.8,1
4032,4118,Mario Lemina,Defensive Midfield,22,Marseille,French Ligue 1,Juventus,Italy Serie A,17,4.0,9.8,2
4033,4119,Emre Mor,Left Winger,18,Nordsjaelland,Denmark Superliga,Bor. Dortmund,German Bundesliga,17,1.0,9.75,1
4034,4120,Chenglin Zhang,Left-Back,29,BJ Renhe,French Ligue 1,GZ Evergrande,Super League Greece,17,0.125,9.65,3
4035,4121,Ganso,Attacking Midfield,26,São Paulo,Italy Serie A,Sevilla FC,LaLiga,17,9.0,9.5,2
4036,4122,Wissam Ben Yedder,Centre-Forward,25,Toulouse,French Ligue 1,Sevilla FC,LaLiga,17,9.0,9.5,1
4037,4123,Papy Djilobodji,Centre-Back,27,Chelsea,Premier League,Sunderland,Premier League,17,4.5,9.5,3
4038,4124,Ciro Immobile,Centre-Forward,26,Sevilla FC,LaLiga,Lazio,Italy Serie A,17,10.0,9.45,1
4039,4125,Matej Vydra,Centre-Forward,24,Watford,Premier League,Derby,English League Championship,17,5.5,9.4,1
4040,4126,Alex Pritchard,Attacking Midfield,23,Spurs,Premier League,Norwich,English League Championship,17,3.0,9.4,2
4041,4127,James Chester,Centre-Back,27,West Brom,Premier League,Aston Villa,English League Championship,17,6.0,9.3,3
4042,4128,Walace,Defensive Midfield,21,Grêmio,Italy Serie A,Hamburger SV,German Bundesliga,17,9.0,9.2,2
4043,4129,José Fonte,Centre-Back,33,Southampton,Premier League,West Ham,Premier League,17,6.0,9.2,3
4044,4130,Nicolás López,Centre-Forward,22,Udinese Calcio,Italy Serie A,Internacional,Italy Serie A,17,3.0,9.09,1
4045,4131,Hongbo Yin,Right Midfield,27,HN Jianye,Super League Greece,HB CFFC,Super League Greece,17,0.225,9.05,2
4046,4132,Miranda,Centre-Back,31,Atlético Madrid,LaLiga,Inter,Italy Serie A,17,16.0,9.0,3
4047,4133,Adem Ljajic,Attacking Midfield,24,AS Roma,Italy Serie A,Torino,Italy Serie A,17,12.0,9.0,2
4048,4134,Morgan Sanson,Central Midfield,22,Montpellier,French Ligue 1,Marseille,French Ligue 1,17,10.0,9.0,2
4049,4135,Antonio Rüdiger,Centre-Back,23,VfB Stuttgart,German Bundesliga 2,AS Roma,Italy Serie A,17,10.0,9.0,3
4050,4136,Diego Perotti,Left Winger,27,Genoa,Italy Serie A,AS Roma,Italy Serie A,17,9.5,9.0,1
4051,4137,Sven Kums,Defensive Midfield,28,KAA Gent,Jupiler Pro League(Belgium),Watford,Premier League,17,7.5,9.0,2
4052,4138,Gianluca Lapadula,Centre-Forward,26,Pescara,Italy Serie A,AC Milan,Italy Serie A,17,6.5,9.0,1
4053,4139,Kamil Grosicki,Right Winger,28,Stade Rennais,French Ligue 1,Hull City,Premier League,17,6.0,9.0,1
4054,4140,Daryl Janmaat,Right-Back,27,Newcastle,English League Championship,Watford,Premier League,17,7.5,8.9,3
4055,4141,Roger Martínez,Centre-Forward,22,Racing Club,LaLiga,JS Suning,Super League Greece,17,1.2,8.9,1
4056,4142,Ademola Lookman,Left Winger,19,Charlton,French Ligue 1,Everton,Premier League,17,1.5,8.8,1
4057,4143,Steven Defour,Central Midfield,28,RSC Anderlecht,Jupiler Pro League(Belgium),Burnley,Premier League,17,6.0,8.6,2
4058,4144,Alexander Isak,Centre-Forward,17,AIK Solna,Sweden League,Bor. Dortmund,German Bundesliga,17,1.75,8.6,1
4059,4145,Nani,Left Winger,29,Fenerbahce,Turkish Super Lig,Valencia CF,LaLiga,17,14.5,8.5,1
4060,4146,Idrissa Gueye,Central Midfield,26,Aston Villa,English League Championship,Everton,Premier League,17,9.0,8.5,2
4061,4147,Emanuel Mammana,Centre-Back,20,River Plate,LaLiga,Olympique Lyon,French Ligue 1,17,7.0,8.5,3
4062,4148,Borek Dockal,Attacking Midfield,28,Sparta Praha,Ukraine league,HN Jianye,Super League Greece,17,3.5,8.5,2
4063,4149,Jorge,Left-Back,20,Flamengo,Italy Serie A,Monaco,French Ligue 1,17,2.5,8.5,3
4064,4150,Gustavo Gómez,Centre-Back,23,Lanús,LaLiga,AC Milan,Italy Serie A,17,1.75,8.5,3
4065,4151,Óscar Romero,Attacking Midfield,24,Racing Club,LaLiga,SH Shenhua,Super League Greece,17,7.0,8.4,2
4066,4152,Taiyan Jin,Right Midfield,27,Liaoning FC,Super League Greece,BJ Sinobo Guoan,Super League Greece,17,0.225,8.28,2
4067,4153,Yang Yu,Centre-Back,27,GZ R&F,Super League Greece,BJ Sinobo Guoan,Super League Greece,17,0.2,8.27,3
4068,4154,Adama Traoré,Right Winger,20,Aston Villa,English League Championship,Middlesbrough,Premier League,17,8.0,8.25,1
4069,4155,Gianluca Caprari,Second Striker,22,Pescara,Italy Serie A,Inter,Italy Serie A,17,3.5,8.25,1
4070,4156,Nicolae Stanciu,Attacking Midfield,23,FCS Bucharest,German Bundesliga,RSC Anderlecht,Jupiler Pro League(Belgium),17,3.5,8.2,2
4071,4157,Yanic Wildschut,Left Winger,25,Wigan,English League Championship,Norwich,English League Championship,17,0.75,8.2,1
4072,4158,Shilin Sun,Defensive Midfield,28,Liaoning FC,Super League Greece,SH Shenhua,Super League Greece,17,0.2,8.2,2
4073,4159,Marc Bartra,Centre-Back,25,FC Barcelona,LaLiga,Bor. Dortmund,German Bundesliga,17,12.0,8.0,3
4074,4160,Tomás Rincón,Defensive Midfield,28,Genoa,Italy Serie A,Juventus,Italy Serie A,17,9.0,8.0,2
4075,4161,Rémy Cabella,Attacking Midfield,26,Newcastle,English League Championship,Marseille,French Ligue 1,17,8.0,8.0,2
4076,4162,Ivan Cavaleiro,Right Winger,22,Monaco,French Ligue 1,Wolves,English League Championship,17,7.5,8.0,1
4077,4163,Benjamin Stambouli,Centre-Back,26,Paris SG,French Ligue 1,FC Schalke 04,German Bundesliga,17,7.0,8.0,3
4078,4164,Alisson,Goalkeeper,23,Internacional,Italy Serie A,AS Roma,Italy Serie A,17,7.0,8.0,4
4079,4165,Andy Delort,Centre-Forward,24,SM Caen,French Ligue 1,Tigres UANL,Mexican League,17,5.5,8.0,1
4080,4166,Hernanes,Attacking Midfield,31,Juventus,Italy Serie A,HB CFFC,Super League Greece,17,5.0,8.0,2
4081,4167,Alfred N'Diaye,Defensive Midfield,26,Real Betis,LaLiga,Villarreal CF,LaLiga,17,3.5,8.0,2
4082,4168,Wallace,Centre-Back,21,Braga,LaLiga,Lazio,Italy Serie A,17,3.5,8.0,3
4083,4169,Hernani,Defensive Midfield,22,Atlético-PR,Italy Serie A,Zenit S-Pb,Premier League,17,1.75,8.0,2
4084,4170,Dodô,Left-Back,24,AS Roma,Italy Serie A,Inter,Italy Serie A,17,6.0,7.8,3
4085,4171,José Sosa,Attacking Midfield,31,Besiktas,Turkish Super Lig,AC Milan,Italy Serie A,17,8.0,7.5,2
4086,4172,Max Kruse,Second Striker,28,VfL Wolfsburg,German Bundesliga,Werder Bremen,German Bundesliga,17,8.0,7.5,1
4087,4173,Antonio Sanabria,Centre-Forward,20,AS Roma,Italy Serie A,Real Betis,LaLiga,17,7.5,7.5,1
4088,4174,Timothée Kolodziejczak,Centre-Back,25,Sevilla FC,LaLiga,Bor. M'gladbach,German Bundesliga,17,7.0,7.5,3
4089,4175,Miguel Almirón,Attacking Midfield,22,Lanús,LaLiga,Atlanta United,MLS,17,5.5,7.5,2
4090,4176,Malick Evouna,Centre-Forward,23,Ahly,Premier League,TJ Teda,Super League Greece,17,2.0,7.25,1
4092,4178,Cristian Espinoza,Right Winger,21,Huracán,LaLiga,Villarreal CF,LaLiga,17,5.0,7.2,1
4093,4179,Diogo Jota,Left Winger,19,Paços Ferreira,LaLiga,Atlético Madrid,LaLiga,17,3.0,7.2,1
4094,4180,Rudy Gestede,Centre-Forward,28,Aston Villa,English League Championship,Middlesbrough,Premier League,17,7.0,7.1,1
