,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
2728,2807,Jérémy Ménez,Second Striker,24,AS Roma,Serie A,Paris SG,Ligue 1,2011-2012,15.0,8.0,F
2729,2808,Kevin De Bruyne,Attacking Midfield,20,KRC Genk,Jupiler Pro League,Chelsea,Premier League,2011-2012,9.0,8.0,M
2730,2809,Christian Noboa,Central Midfield,26,Rubin Kazan, Russia,Dinamo Moscow, Russia,2011-2012,8.0,8.0,M
2731,2810,Víctor Ruiz,Centre-Back,22,SSC Napoli,Serie A,Valencia CF,LaLiga,2011-2012,8.0,8.0,D
2732,2811,Blaise Matuidi,Central Midfield,24,Saint-Étienne,Ligue 1,Paris SG,Ligue 1,2011-2012,8.0,8.0,M
2733,2812,José Enrique,Left-Back,25,Newcastle,Premier League,Liverpool,Premier League,2011-2012,7.5,8.0,D
2734,2813,Sílvio,Right-Back,23,Braga,Liga NOS,Atlético Madrid,LaLiga,2011-2012,7.5,8.0,D
2735,2814,Mohamed Sissoko,Defensive Midfield,26,Juventus,Serie A,Paris SG,Ligue 1,2011-2012,7.5,8.0,M
2736,2815,Christian Benítez,Centre-Forward,25,Santos Laguna,Liga MX Clausura,América,Liga MX Clausura,2011-2012,6.5,8.0,F
2737,2816,Roger Johnson,Centre-Back,28,Birmingham,Championship,Wolves,Premier League,2011-2012,5.0,8.0,D
2738,2817,Jonathan de Guzmán,Central Midfield,23,RCD Mallorca,LaLiga,Villarreal CF,LaLiga,2011-2012,5.0,8.0,M
2739,2818,Nolan Roux,Centre-Forward,23,Stade Brest 29,Ligue 1,LOSC Lille,Ligue 1,2011-2012,4.75,8.0,F
2740,2819,Matías Silvestre,Centre-Back,26,Catania,Serie A,US Palermo,Serie A,2011-2012,3.5,8.0,D
2741,2820,Sebastián Coates,Centre-Back,20,Nacional,Primera División,Liverpool,Premier League,2011-2012,2.5,8.0,D
2742,2821,Gaël Clichy,Left-Back,25,Arsenal,Premier League,Man City,Premier League,2011-2012,15.0,7.75,D
2743,2822,Fabio Borini,Left Winger,20,Parma,Serie A,AS Roma,Serie A,2011-2012,4.8,7.6,F
2744,2823,Kevin-Prince Boateng,Central Midfield,24,Genoa,Serie A,AC Milan,Serie A,2011-2012,15.0,7.5,M
2745,2824,Mamadou Niang,Centre-Forward,31,Fenerbahce,Süper Lig,Al Sadd,Stars League,2011-2012,11.5,7.5,F
2746,2825,Simone Pepe,Right Winger,27,Udinese Calcio,Serie A,Juventus,Serie A,2011-2012,9.0,7.5,F
2747,2826,Pablo Piatti,Left Winger,22,UD Almería,LaLiga2,Valencia CF,LaLiga,2011-2012,9.0,7.5,F
2748,2827,Lucas Piazón,Left Winger,18,FC São Paulo B, Brazil,Chelsea,Premier League,2011-2012,7.5,7.5,F
2749,2828,Ander Herrera,Central Midfield,21,Real Zaragoza,LaLiga,Athletic Bilbao,LaLiga,2011-2012,7.5,7.5,M
2750,2829,Youssef El Arabi,Centre-Forward,24,SM Caen,Ligue 1,Hilal,Professional League,2011-2012,6.5,7.5,F
2751,2830,Felipe Caicedo,Centre-Forward,22,Levante UD,LaLiga,Loko Moscow,Premier Liga,2011-2012,5.0,7.5,F
2752,2831,Dentinho,Attacking Midfield,22,Corinthians,Serie A,Shakhtar D.,Premier Liga,2011-2012,3.0,7.5,M
2753,2832,Maarten Stekelenburg,Goalkeeper,28,AFC Ajax,Eredivisie,AS Roma,Serie A,2011-2012,11.0,7.33,G
2754,2833,Emanuele Giaccherini,Left Winger,26,RC Cesena,Serie A,Juventus,Serie A,2011-2012,5.0,7.25,F
2755,2834,André Santos,Attacking Midfield,28,Fenerbahce,Süper Lig,Arsenal,Premier League,2011-2012,8.5,7.0,M
2756,2835,Kévin Constant,Defensive Midfield,24,Chievo Verona,Serie A,Genoa,Serie A,2011-2012,5.5,7.0,M
2757,2836,Tim Matavz,Centre-Forward,22,FC Groningen,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,5.5,7.0,F
2758,2837,Thiago Neves,Attacking Midfield,26,Hilal,Professional League,Fluminense,Série A,2011-2012,4.5,7.0,M
2759,2838,Diego Tardelli,Centre-Forward,26,Anzhi, Russia,Al Gharafa,Stars League,2011-2012,2.5,7.0,F
2760,2839,Scott Dann,Centre-Back,24,Birmingham,Championship,Blackburn,Premier League,2011-2012,4.5,6.8,D
2761,2840,Fernando Muslera,Goalkeeper,25,Lazio,Serie A,Galatasaray,Süper Lig,2011-2012,12.0,6.75,G
2762,2841,Eliaquim Mangala,Centre-Back,20,Standard Liège,Jupiler Pro League,FC Porto,Liga NOS,2011-2012,5.0,6.75,D
2763,2842,Diniyar Bilyaletdinov,Attacking Midfield,26,Everton,Premier League,Spartak Moscow, Russia,2011-2012,6.5,6.7,M
2764,2843,Mevlüt Erdinc,Centre-Forward,24,Paris SG,Ligue 1,Stade Rennais,Ligue 1,2011-2012,7.25,6.6,F
2765,2844,Nikica Jelavic,Centre-Forward,26,Rangers,Premiership,Everton,Premier League,2011-2012,5.0,6.6,F
2766,2845,Craig Gardner,Central Midfield,24,Birmingham,Championship,Sunderland,Premier League,2011-2012,4.0,6.6,M
2767,2846,Ju-yeong Park,Centre-Forward,26,Monaco,Ligue 2,Arsenal,Premier League,2011-2012,7.0,6.5,F
2768,2847,Alexander Merkel,Central Midfield,19,AC Milan,Serie A,Genoa,Serie A,2011-2012,3.5,6.5,M
2769,2848,Scott Parker,Central Midfield,30,West Ham,Championship,Spurs,Premier League,2011-2012,14.0,6.2,M
2770,2849,Borja Valero,Central Midfield,26,West Brom,Premier League,Villarreal CF,LaLiga,2011-2012,12.0,6.0,M
2771,2850,Adil Rami,Centre-Back,25,LOSC Lille,Ligue 1,Valencia CF,LaLiga,2011-2012,12.0,6.0,D
2772,2851,Steven Defour,Central Midfield,23,Standard Liège,Jupiler Pro League,FC Porto,Liga NOS,2011-2012,12.0,6.0,M
2773,2852,Dani Parejo,Central Midfield,22,Getafe CF,LaLiga,Valencia CF,LaLiga,2011-2012,8.0,6.0,M
2774,2853,Nacho Monreal,Left-Back,25,CA Osasuna,LaLiga,Málaga CF,LaLiga,2011-2012,7.0,6.0,D
2775,2854,Demy de Zeeuw,Central Midfield,28,AFC Ajax,Eredivisie,Spartak Moscow,Premier Liga,2011-2012,6.5,6.0,M
2776,2855,Emmanuel Rivière,Centre-Forward,21,Saint-Étienne,Ligue 1,Toulouse,Ligue 1,2011-2012,5.25,6.0,F
2777,2856,Wesley,Central Midfield,24,Werder Bremen,1.Bundesliga,Palmeiras,Série A,2011-2012,4.5,6.0,M
2778,2857,Nikola Kalinic,Centre-Forward,23,Blackburn,Premier League,Dnipro,Premier Liga,2011-2012,4.5,6.0,F
2779,2858,Nabil Dirar,Right Midfield,25,Club Brugge,Jupiler Pro League,Monaco,Ligue 2,2011-2012,3.5,6.0,M
2780,2859,Fernando,Defensive Midfield,30,G. Bordeaux,Ligue 1,Shabab,Professional League,2011-2012,3.0,6.0,M
2781,2860,Marcelo Moreno,Centre-Forward,24,Shakhtar D.,Premier Liga,Grêmio,Série A,2011-2012,2.8,6.0,F
2782,2862,Djibril Cissé,Centre-Forward,29,Panathinaikos,Super League,Lazio,Serie A,2011-2012,2.9,5.8,F
2783,2863,Bobby Zamora,Centre-Forward,31,Fulham,Premier League,QPR,Premier League,2011-2012,8.0,5.8,F
2784,2864,Giovanni Sio,Centre-Forward,22,FC Sion,Super League,VfL Wolfsburg,1.Bundesliga,2011-2012,4.5,5.8,F
2785,2865,Mehdi Carcela-González,Right Winger,22,Standard Liège,Jupiler Pro League,Anzhi,Premier Liga,2011-2012,4.0,5.7,F
2786,2866,Davide Santon,Left-Back,20,Inter,Serie A,Newcastle,Premier League,2011-2012,7.5,5.65,D
2787,2867,Ezequiel Garay,Centre-Back,24,Real Madrid,LaLiga,Benfica,Liga NOS,2011-2012,10.0,5.5,D
2788,2868,Rafinha,Right-Back,25,Genoa,Serie A,Bayern Munich ,1.Bundesliga,2011-2012,8.0,5.5,D
2789,2869,Ilkay Gündogan,Central Midfield,20,1.FC Nuremberg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2011-2012,6.5,5.5,M
2790,2870,Bruno César,Left Midfield,22,Corinthians,Serie A,Benfica,Liga NOS,2011-2012,6.0,5.5,M
2791,2871,Ivan Perisic,Left Winger,22,Club Brugge,Jupiler Pro League,Bor. Dortmund,1.Bundesliga,2011-2012,6.0,5.5,F
2792,2872,Leroy Fer,Central Midfield,21,Feyenoord,Eredivisie,FC Twente,Eredivisie,2011-2012,5.5,5.5,M
2793,2873,Maxi Moralez,Attacking Midfield,24,Vélez Sarsfield,Torneo Final,Atalanta,Serie A,2011-2012,5.0,5.3,M
2794,2874,Édgar Barreto,Central Midfield,27,Atalanta,Serie A,US Palermo,Serie A,2011-2012,3.5,5.3,M
2795,2875,Matt Mills,Centre-Back,24,Reading,Championship,Leicester,Championship,2011-2012,0.75,5.3,D
2796,2876,Adrian Mierzejewski,Attacking Midfield,24,Pol. Warsaw,Ekstraklasa,Trabzonspor,Süper Lig,2011-2012,3.0,5.25,M
2797,2877,Federico Marchetti,Goalkeeper,28,Cagliari Calcio,Serie A,Lazio,Serie A,2011-2012,5.5,5.2,G
2798,2878,Shane Long,Centre-Forward,24,Reading,Championship,West Brom,Premier League,2011-2012,2.0,5.1,F
2799,2879,Ricky van Wolfswinkel,Centre-Forward,22,FC Utrecht,Eredivisie,Sporting CP,Liga NOS,2011-2012,6.0,5.08,F
2800,2880,Alex,Centre-Back,29,Chelsea,Premier League,Paris SG,Ligue 1,2011-2012,13.0,5.0,D
2801,2881,Alou Diarra,Defensive Midfield,29,G. Bordeaux,Ligue 1,Marseille,Ligue 1,2011-2012,12.0,5.0,M
2802,2882,Yohan Cabaye,Central Midfield,25,LOSC Lille,Ligue 1,Newcastle,Premier League,2011-2012,11.0,5.0,M
2803,2883,Didier Zokora,Defensive Midfield,30,Sevilla FC,LaLiga,Trabzonspor,Süper Lig,2011-2012,10.0,5.0,M
2804,2884,Diego Forlán,Second Striker,32,Atlético Madrid,LaLiga,Inter,Serie A,2011-2012,10.0,5.0,F
2805,2885,Mehmet Ekici,Attacking Midfield,21,Bayern Munich ,1.Bundesliga,Werder Bremen,1.Bundesliga,2011-2012,6.5,5.0,M
2806,2886,José Callejón,Right Winger,24,Espanyol,LaLiga,Real Madrid,LaLiga,2011-2012,6.5,5.0,F
2807,2887,Georginio Wijnaldum,Central Midfield,20,Feyenoord,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,6.5,5.0,M
2808,2888,Djibril Cissé,Centre-Forward,30,Lazio,Serie A,QPR,Premier League,2011-2012,6.0,5.0,F
2809,2889,Ikechukwu Uche,Centre-Forward,27,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,2011-2012,5.0,5.0,F
2810,2890,Ahmed Musa,Centre-Forward,19,VVV-Venlo,Eredivisie,CSKA Moscow, Russia,2011-2012,5.0,5.0,F
2811,2891,Rúben Micael,Attacking Midfield,24,FC Porto,Liga NOS,Atlético Madrid,LaLiga,2011-2012,4.9,5.0,M
2812,2892,Gabriel Torje,Right Winger,21,Dinamo Bukarest,Liga 1,Udinese Calcio,Serie A,2011-2012,4.5,5.0,F
2813,2893,Jonathan,Right-Back,25,Santos FC,Serie A,Inter,Serie A,2011-2012,4.5,5.0,D
2814,2894,Éder,Second Striker,24,Brescia,Serie B,RC Cesena,Serie A,2011-2012,4.2,5.0,F
2815,2895,Ibson,Central Midfield,27,Spartak Moscow,Premier Liga,Santos FC,Série A,2011-2012,3.5,5.0,M
2816,2896,Simone Padoin,Central Midfield,27,Atalanta,Serie A,Juventus,Serie A,2011-2012,3.5,5.0,M
2817,2897,Sergey Davydov,Centre-Forward,26,Kuban Krasnodar, Russia,Rubin Kazan, Russia,2011-2012,3.0,5.0,F
2818,2898,Nemanja Matic,Defensive Midfield,22,Chelsea,Premier League,Benfica,Liga NOS,2011-2012,3.0,5.0,M
2819,2899,Dudu,Right Midfield,19,Cruzeiro,Serie A,Dynamo Kyiv,Premier Liga,2011-2012,0.75,5.0,M
2820,2900,Derek Boateng,Defensive Midfield,28,Getafe CF,LaLiga,Dnipro,Premier Liga,2011-2012,2.5,4.88,M
2821,2901,Alessandro Diamanti,Second Striker,28,Brescia,Serie B,Bologna,Serie A,2011-2012,4.0,4.86,F
2822,2902,Alexander Gerndt,Centre-Forward,25,Helsingborg,Allsvenskan,FC Utrecht,Eredivisie,2011-2012,4.0,4.8,F
2823,2903,Serdar Kesimal,Centre-Back,22,Kayserispor,Süper Lig,Fenerbahce,Süper Lig,2011-2012,6.0,4.75,D
2824,2904,Nedum Onuoha,Centre-Back,25,Man City,Premier League,QPR,Premier League,2011-2012,7.5,4.7,D
2825,2905,Jean Beausejour,Left-Back,27,Birmingham,Championship,Wigan,Premier League,2011-2012,2.0,4.7,D
2826,2906,Oriol Romeu,Defensive Midfield,19,FC Barcelona B,LaLiga2,Chelsea,Premier League,2011-2012,2.5,4.6,M
2827,2907,Yuto Nagatomo,Left-Back,24,RC Cesena,Serie A,Inter,Serie A,2011-2012,8.5,4.5,D
2828,2908,Shaun Wright-Phillips,Right Winger,29,Man City,Premier League,QPR,Premier League,2011-2012,8.0,4.5,F
2829,2909,Alan Hutton,Right-Back,26,Spurs,Premier League,Aston Villa,Premier League,2011-2012,7.5,4.5,D
2830,2910,Achille Emaná,Attacking Midfield,29,Real Betis,LaLiga,Hilal,Professional League,2011-2012,7.0,4.5,M
2831,2911,John O'Shea,Centre-Back,30,Man Utd,Premier League,Sunderland,Premier League,2011-2012,6.5,4.5,D
2832,2912,Jajá,Centre-Forward,25,Trabzonspor,Süper Lig,Al-Ahli (UAE), United Arab Emirates,2011-2012,6.0,4.5,F
2833,2913,Vedad Ibisevic,Centre-Forward,27,TSG Hoffenheim,1.Bundesliga,VfB Stuttgart,1.Bundesliga,2011-2012,6.0,4.5,F
2834,2914,Andrea Lazzari,Central Midfield,26,Cagliari Calcio,Serie A,Fiorentina,Serie A,2011-2012,5.5,4.5,M
2835,2915,Manu del Moral,Centre-Forward,27,Getafe CF,LaLiga,Sevilla FC,LaLiga,2011-2012,5.5,4.5,F
2836,2916,David N'Gog,Centre-Forward,22,Liverpool,Premier League,Bolton,Premier League,2011-2012,5.0,4.5,F
2837,2917,Cameron Jerome,Centre-Forward,25,Birmingham,Championship,Stoke City,Premier League,2011-2012,4.5,4.5,F
2838,2918,Kevin Strootman,Central Midfield,21,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,4.0,4.5,M
2839,2919,Pape Diakhaté,Centre-Back,27,Dynamo Kyiv,Premier Liga,Granada CF,LaLiga,2011-2012,3.75,4.5,D
2840,2920,Jonathan Legear,Right Winger,24,RSC Anderlecht,Jupiler Pro League,Akhmat Grozny,Premier Liga,2011-2012,3.5,4.5,F
2841,2921,Zé Love,Second Striker,23,Santos FC,Serie A,Genoa,Serie A,2011-2012,3.0,4.5,F
2842,2922,Nacer Barazite,Attacking Midfield,21,Austria Vienna,Bundesliga,Monaco,Ligue 2,2011-2012,3.0,4.5,M
2843,2923,José Ángel,Left-Back,21,Sporting Gijón,LaLiga,AS Roma,Serie A,2011-2012,3.0,4.5,D
2844,2924,Diego Buonanotte,Attacking Midfield,23,River Plate,Primera B Nacional,Málaga CF,LaLiga,2011-2012,2.7,4.5,M
2845,2925,Franco Vázquez,Attacking Midfield,22,Belgrano,Torneo Final,US Palermo,Serie A,2011-2012,2.4,4.5,M
2846,2926,Ali Al-Habsi,Goalkeeper,29,Bolton,Premier League,Wigan,Premier League,2011-2012,2.0,4.3,G
2847,2927,Joaquín,Right Winger,29,Valencia CF,LaLiga,Málaga CF,LaLiga,2011-2012,10.0,4.2,F
2848,2928,Mirel Radoi,Defensive Midfield,30,Hilal,Professional League,Al-Ain FC, United Arab Emirates,2011-2012,3.0,4.2,M
2849,2929,Emiliano Viviano,Goalkeeper,25,Bologna,Serie A,Inter,Serie A,2011-2012,12.0,4.1,G
2850,2930,Vieirinha,Left-Back,25,PAOK Saloniki,Super League,VfL Wolfsburg,1.Bundesliga,2011-2012,8.0,4.0,D
2851,2931,Jádson,Attacking Midfield,28,Shakhtar D.,Premier Liga,São Paulo,Série A,2011-2012,7.5,4.0,M
2852,2932,Abdoulay Konko,Right-Back,27,Genoa,Serie A,Lazio,Serie A,2011-2012,5.0,4.0,D
2853,2933,Julien Féret,Central Midfield,29,AS Nancy,Ligue 1,Stade Rennais,Ligue 1,2011-2012,5.0,4.0,M
2854,2934,Nelson Valdez,Centre-Forward,27,Hércules CF,LaLiga2,Rubin Kazan,Premier Liga,2011-2012,5.0,4.0,F
2855,2935,Ivo Ilicevic,Left Winger,24,1.FC K'lautern,1.Bundesliga,Hamburger SV,1.Bundesliga,2011-2012,5.0,4.0,F
2856,2936,Sokratis,Centre-Back,23,AC Milan,Serie A,Genoa,Serie A,2011-2012,5.0,4.0,D
2857,2937,Mustafa Pektemek,Centre-Forward,22,Genclerbirligi,Süper Lig,Besiktas,Süper Lig,2011-2012,4.5,4.0,F
2858,2938,Vladimir Gabulov,Goalkeeper,27,Dinamo Moscow,Premier Liga,Anzhi,Premier Liga,2011-2012,3.8,4.0,G
2859,2939,Kolbeinn Sigthórsson,Centre-Forward,21,AZ Alkmaar,Eredivisie,AFC Ajax,Eredivisie,2011-2012,3.5,4.0,F
2860,2940,Marlos,Right Winger,23,Rentistas,Primera División,Metalist,Premier Liga,2011-2012,3.0,4.0,F
2861,2941,Henri Bienvenu,Centre-Forward,23,BSC Young Boys,Super League,Fenerbahce,Süper Lig,2011-2012,2.5,4.0,F
2862,2942,Gabriel Silva,Left-Back,20,Palmeiras,Serie A,Granada CF,LaLiga,2011-2012,2.5,4.0,D
2863,2943,Santiago García,Centre-Forward,20,Nacional,Primera División,Atlético-PR,Série A,2011-2012,2.0,4.0,F
2864,2944,Alan Patrick,Central Midfield,20,Santos FC,Serie A,Shakhtar D.,Premier Liga,2011-2012,1.5,4.0,M
2865,2945,Marco Rossi,Centre-Back,23,Parma,Serie A,RC Cesena,Serie A,2011-2012,1.3,4.0,D
2866,2946,Salvatore Sirigu,Goalkeeper,24,US Palermo,Serie A,Paris SG,Ligue 1,2011-2012,10.0,3.9,G
2867,2947,Danny Graham,Centre-Forward,25,Watford,Championship,Swansea,Premier League,2011-2012,1.5,3.9,F
2868,2948,Ryan Bennett,Centre-Back,21,Peterborough,Championship,Norwich,Premier League,2011-2012,0.25,3.85,D
2869,2949,Umut Bulut,Centre-Forward,28,Trabzonspor,Süper Lig,Toulouse,Ligue 1,2011-2012,6.0,3.8,F
2870,2950,Christian Fuchs,Left-Back,25,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,2011-2012,5.0,3.8,D
2871,2951,Juan Jesus,Centre-Back,20,Internacional,Serie A,Inter,Serie A,2011-2012,3.0,3.8,D
2872,2952,Fábio Rochemback,Central Midfield,30,Grêmio,Serie A,DL Yifang,Super League,2011-2012,2.0,3.79,M
2873,2953,Robbie Keane,Centre-Forward,31,Spurs,Premier League,Los Angeles,MLS,2011-2012,7.0,3.75,F
2874,2954,Shay Given,Goalkeeper,35,Man City,Premier League,Aston Villa,Premier League,2011-2012,5.5,3.75,G
2875,2955,Jeffren,Right Winger,23,FC Barcelona,LaLiga,Sporting CP,Liga NOS,2011-2012,5.0,3.75,F
2876,2956,Jamie O'Hara,Central Midfield,24,Spurs,Premier League,Wolves,Premier League,2011-2012,4.5,3.75,M
2877,2957,Marco Motta,Right-Back,25,Udinese Calcio,Serie A,Juventus,Serie A,2011-2012,3.5,3.75,D
2878,2958,Paulo Henrique,Centre-Forward,22,Desp. Brasil, Brazil,Trabzonspor,Süper Lig,2011-2012,3.0,3.75,F
2879,2959,Volkan Sen,Right Winger,24,Bursaspor,Süper Lig,Trabzonspor,Süper Lig,2011-2012,4.7,3.6,F
2880,2960,Marvin Sordell,Centre-Forward,20,Watford,Championship,Bolton,Premier League,2011-2012,1.0,3.6,F
2881,2961,Kléber,Centre-Forward,21,Atlético-MG,Serie A,FC Porto,Liga NOS,2011-2012,1.3,3.56,F
2882,2962,José Antonio Reyes,Right Winger,28,Atlético Madrid,LaLiga,Sevilla FC,LaLiga,2011-2012,15.0,3.5,F
2883,2963,Diego Capel,Left Winger,23,Sevilla FC,LaLiga,Sporting CP,Liga NOS,2011-2012,8.0,3.5,F
2884,2964,Maxwell,Left-Back,30,FC Barcelona,LaLiga,Paris SG,Ligue 1,2011-2012,7.0,3.5,D
2885,2965,Barreto,Second Striker,25,Bari,Serie B,Udinese Calcio,Serie A,2011-2012,7.0,3.5,F
2886,2966,Emmanuel Eboué,Right-Back,28,Arsenal,Premier League,Galatasaray,Süper Lig,2011-2012,6.0,3.5,D
2887,2967,Nicolas N'Koulou,Centre-Back,21,Monaco,Ligue 2,Marseille,Ligue 1,2011-2012,5.0,3.5,D
2888,2968,Jonathan Pitroipa,Right Winger,25,Hamburger SV,1.Bundesliga,Stade Rennais,Ligue 1,2011-2012,4.5,3.5,F
2889,2969,Thiago Silva,Centre-Back,27,AC Milan,Serie A,Paris SG,Ligue 1,2012-2013,38.0,42.0,D
2890,2970,Hulk,Right Winger,26,FC Porto,Liga NOS,Zenit S-Pb,Premier Liga,2012-2013,37.0,40.0,F
2891,2971,Lucas Moura,Right Winger,20,São Paulo,Serie A,Paris SG,Ligue 1,2012-2013,35.0,40.0,F
2892,2972,Javi Martínez,Defensive Midfield,24,Athletic Bilbao,LaLiga,Bayern Munich ,1.Bundesliga,2012-2013,30.0,40.0,M
2893,2973,Axel Witsel,Central Midfield,23,Benfica,Liga NOS,Zenit S-Pb,Premier Liga,2012-2013,20.0,40.0,M
2894,2974,Eden Hazard,Left Winger,21,LOSC Lille,Ligue 1,Chelsea,Premier League,2012-2013,33.0,35.0,F
2895,2975,Willian,Right Winger,24,Shakhtar D.,Premier Liga,Anzhi,Premier Liga,2012-2013,25.0,35.0,F
2896,2976,Oscar,Attacking Midfield,20,Internacional,Serie A,Chelsea,Premier League,2012-2013,20.0,32.0,M
2897,2977,Robin van Persie,Centre-Forward,29,Arsenal,Premier League,Man Utd,Premier League,2012-2013,47.5,30.7,F
2898,2978,Luka Modric,Central Midfield,26,Spurs,Premier League,Real Madrid,LaLiga,2012-2013,40.0,30.0,M
2899,2979,Ezequiel Lavezzi,Second Striker,27,SSC Napoli,Serie A,Paris SG,Ligue 1,2012-2013,30.0,28.95,F
2900,2980,Zlatan Ibrahimovic,Centre-Forward,30,AC Milan,Serie A,Paris SG,Ligue 1,2012-2013,37.0,21.0,F
2901,2981,Javi García,Defensive Midfield,25,Benfica,Liga NOS,Man City,Premier League,2012-2013,15.0,20.2,M
2902,2982,Mario Balotelli,Centre-Forward,22,Man City,Premier League,AC Milan,Serie A,2012-2013,24.0,20.0,F
2903,2983,Alex Song,Defensive Midfield,24,Arsenal,Premier League,FC Barcelona,LaLiga,2012-2013,25.0,19.0,M
2904,2984,Santi Cazorla,Central Midfield,27,Málaga CF,LaLiga,Arsenal,Premier League,2012-2013,20.0,19.0,M
2905,2985,Mousa Dembélé,Central Midfield,25,Fulham,Premier League,Spurs,Premier League,2012-2013,13.0,19.0,M
2906,2986,Joe Allen,Central Midfield,22,Swansea,Premier League,Liverpool,Premier League,2012-2013,4.0,19.0,M
2907,2987,Kwadwo Asamoah,Left-Back,23,Udinese Calcio,Serie A,Juventus,Serie A,2012-2013,15.0,18.0,D
2908,2988,Lacina Traoré,Centre-Forward,22,Kuban Krasnodar,Premier Liga,Anzhi,Premier Liga,2012-2013,7.0,18.0,F
2909,2989,Marco Reus,Left Winger,23,Bor. M'gladbach,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2012-2013,20.0,17.1,F
2910,2990,Shinji Kagawa,Attacking Midfield,23,Bor. Dortmund,1.Bundesliga,Man Utd,Premier League,2012-2013,22.0,16.0,M
2911,2991,Taison,Left Winger,25,Metalist,Premier Liga,Shakhtar D.,Premier Liga,2012-2013,12.0,15.24,F
2912,2992,Gastón Ramírez,Attacking Midfield,21,Bologna,Serie A,Southampton,Premier League,2012-2013,13.5,15.2,M
2913,2993,Steven Fletcher,Centre-Forward,25,Wolves,Championship,Sunderland,Premier League,2012-2013,6.0,15.2,F
2914,2994,Matija Nastasic,Centre-Back,19,Fiorentina,Serie A,Man City,Premier League,2012-2013,5.5,15.2,D
2915,2995,Alexandre Pato,Centre-Forward,23,AC Milan,Serie A,Corinthians,Série A,2012-2013,28.5,15.0,F
2916,2996,Lukas Podolski,Centre-Forward,27,1. FC Köln,2.Bundesliga,Arsenal,Premier League,2012-2013,20.0,15.0,F
2917,2997,Daniel Sturridge,Centre-Forward,23,Chelsea,Premier League,Liverpool,Premier League,2012-2013,16.0,15.0,F
2918,2998,Christopher Samba,Centre-Back,28,Anzhi,Premier Liga,QPR,Premier League,2012-2013,15.0,15.0,D
2919,2999,Jack Rodwell,Defensive Midfield,21,Everton,Premier League,Man City,Premier League,2012-2013,15.0,15.0,M
2920,3000,Samir Handanovic,Goalkeeper,28,Udinese Calcio,Serie A,Inter,Serie A,2012-2013,15.0,15.0,G
2921,3001,Jordi Alba,Left-Back,23,Valencia CF,LaLiga,FC Barcelona,LaLiga,2012-2013,10.0,14.0,D
2922,3002,Carlos Vela,Right Winger,23,Arsenal,Premier League,Real Sociedad,LaLiga,2012-2013,8.0,14.0,F
2923,3003,Mauricio Isla,Right-Back,24,Udinese Calcio,Serie A,Juventus,Serie A,2012-2013,14.0,13.9,D
2924,3004,Fabio Borini,Left Winger,21,AS Roma,Serie A,Liverpool,Premier League,2012-2013,9.0,13.3,F
2925,3005,Rafael van der Vaart,Attacking Midfield,29,Spurs,Premier League,Hamburger SV,1.Bundesliga,2012-2013,24.5,13.0,M
2926,3006,Mario Mandzukic,Left Winger,26,VfL Wolfsburg,1.Bundesliga,Bayern Munich ,1.Bundesliga,2012-2013,14.0,13.0,F
2927,3007,Lucas Ocampos,Left Winger,18,River Plate,Torneo Final,Monaco,Ligue 2,2012-2013,9.0,13.0,F
2928,3008,Philippe Coutinho,Attacking Midfield,20,Inter,Serie A,Liverpool,Premier League,2012-2013,9.0,13.0,M
2929,3009,Hugo Lloris,Goalkeeper,25,Olympique Lyon,Ligue 1,Spurs,Premier League,2012-2013,19.0,12.6,G
2930,3010,Adam Johnson,Right Winger,25,Man City,Premier League,Sunderland,Premier League,2012-2013,10.5,12.6,F
2931,3011,Jan Vertonghen,Centre-Back,25,AFC Ajax,Eredivisie,Spurs,Premier League,2012-2013,15.0,12.5,D
2932,3012,Giampaolo Pazzini,Centre-Forward,28,Inter,Serie A,AC Milan,Serie A,2012-2013,14.5,12.5,F
2933,3013,Yann M'Vila,Defensive Midfield,22,Stade Rennais,Ligue 1,Rubin Kazan,Premier Liga,2012-2013,15.0,12.0,M
2934,3014,Olivier Giroud,Centre-Forward,25,Montpellier,Ligue 1,Arsenal,Premier League,2012-2013,13.0,12.0,F
2935,3015,Luuk de Jong,Centre-Forward,21,FC Twente,Eredivisie,Bor. M'gladbach,1.Bundesliga,2012-2013,12.0,12.0,F
2936,3016,Marco Verratti,Central Midfield,19,Pescara,Serie A,Paris SG,Ligue 1,2012-2013,10.0,12.0,M
2937,3017,Ola John,Left Winger,20,FC Twente,Eredivisie,Benfica,Liga NOS,2012-2013,2.5,12.0,F
2938,3018,Paulo Dybala,Second Striker,18,Instituto,Primera B Nacional,US Palermo,Serie A,2012-2013,2.0,11.9,F
2939,3019,Xherdan Shaqiri,Right Winger,20,FC Basel,Super League,Bayern Munich ,1.Bundesliga,2012-2013,12.5,11.8,F
