,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
882,884,Lorenzo Amoruso,Centre-Back,32,Rangers,Premiership,Blackburn,Premier League,2003-2004,1.05,2.1,D
883,885,Jason Roberts,Centre-Forward,25,West Brom,First Division,Wigan,First Division,2003-2004,1.05,2.1,F
884,886,Srdjan Stanic,Attacking Midfield,21,OFK Beograd, Serbia,Spartak Moscow,Premier Liga,2003-2004,1.05,2.1,M
885,887,Bobby Zamora,Centre-Forward,22,Brighton,Second Division (bis 03/04),Spurs,Premier League,2003-2004,1.0,2.0,F
886,888,Guillermo Pereyra,Central Midfield,23,River Plate, Argentina,RCD Mallorca,LaLiga,2003-2004,1.0,2.0,M
887,889,Luca Antonini,Left-Back,20,AC Milan,Serie A,Sampdoria,Serie A,2003-2004,1.0,2.0,D
888,890,Emile Mpenza,Centre-Forward,25,FC Schalke 04,1.Bundesliga,Standard Liège,Jupiler Pro League,2003-2004,1.0,2.0,F
889,891,Nolberto Solano,Right Midfield,29,Newcastle,Premier League,Aston Villa,Premier League,2003-2004,1.0,2.0,M
890,892,Ricardinho,Attacking Midfield,27,São Paulo, Brazil,Middlesbrough,Premier League,2003-2004,1.0,2.0,M
891,893,Evgeni Aldonin,Defensive Midfield,23,Rotor Volgograd,Premier Liga,CSKA Moscow,Premier Liga,2003-2004,1.0,2.0,M
892,894,Maris Verpakovskis,Centre-Forward,24,Skonto Riga,Virsliga,Dynamo Kyiv,Premier Liga,2003-2004,1.0,2.0,F
893,895,Jody Craddock,Centre-Back,27,Sunderland,First Division,Wolves,Premier League,2003-2004,1.0,2.0,D
894,896,Marcelinho Carioca,Attacking Midfield,32,Vasco da Gama, Brazil,Al-Nasr, United Arab Emirates,2003-2004,1.0,2.0,M
895,897,Emanuel Centurión,Left Midfield,20,Vélez Sarsfield, Argentina,VfB Stuttgart,1.Bundesliga,2003-2004,1.0,2.0,M
896,898,Óscar Córdoba,Goalkeeper,33,Boca Juniors, Argentina,Besiktas,Süper Lig,2003-2004,1.0,2.0,G
897,899,Fabiano Rossato,Left-Back,25,Nacional,Liga NOS,FC Porto,Liga NOS,2003-2004,1.0,2.0,D
898,900,Jean Carlos,Left-Back,19,Atlético-PR, Brazil,Feyenoord,Eredivisie,2003-2004,1.0,2.0,D
899,901,Nicola Pozzi,Centre-Forward,17,RC Cesena,Serie C - A,AC Milan,Serie A,2003-2004,1.0,2.0,F
900,902,Gabriel Tamas,Centre-Back,19,Dinamo Bukarest, Romania,Galatasaray,Süper Lig,2003-2004,1.0,2.0,D
901,903,Kléber,Centre-Forward,20,São Paulo, Brazil,Dynamo Kyiv,Premier Liga,2003-2004,1.0,2.0,F
902,904,Yaya Touré,Central Midfield,20,KSK Beveren,Jupiler Pro League,Metalurh D.,Premier Liga,2003-2004,1.0,2.0,M
903,905,Jon Stead,Centre-Forward,20,Huddersfield, England,Blackburn,Premier League,2003-2004,0.94,1.88,F
904,906,Vratislav Gresko,Left-Back,25,Parma,Serie A,Blackburn,Premier League,2003-2004,0.9,1.8,D
905,907,Moumouni Dagano,Centre-Forward,22,KRC Genk,Jupiler Pro League,Guingamp,Ligue 1,2003-2004,0.9,1.8,F
906,908,Goran Sablic,Centre-Back,24,Hajduk Split, Croatia,Dynamo Kyiv,Premier Liga,2003-2004,0.9,1.8,D
907,909,Valdo,Right Winger,22,Real Madrid,LaLiga,CA Osasuna,LaLiga,2003-2004,0.9,1.8,F
908,910,Cata Díaz,Centre-Back,24,CD Cruz Azul, Mexico,Colón, Argentina,2003-2004,0.9,1.8,D
909,911,Hamit Altintop,Central Midfield,20,Wattenscheid 09,Regionalliga Nord,FC Schalke 04,1.Bundesliga,2003-2004,0.9,1.8,M
910,912,Emiliano Moretti,Centre-Back,22,Juventus,Serie A,Parma,Serie A,2003-2004,0.9,1.8,D
911,913,James McFadden,Second Striker,20,Motherwell FC,Premiership,Everton,Premier League,2003-2004,0.875,1.75,F
912,914,Salvador Carmona,Centre-Back,28,Toluca, Mexico,Chivas, Mexico,2003-2004,0.875,1.75,D
913,915,Florin Bratu,Centre-Forward,23,Rapid Bucharest, Romania,Galatasaray,Süper Lig,2003-2004,0.875,1.75,F
914,916,Laurent Batlles,Attacking Midfield,28,SC Bastia,Ligue 1,Marseille,Ligue 1,2003-2004,0.825,1.65,M
915,917,Álvaro Santos,Centre-Forward,23,Helsingborg, Sweden,FC Copenhagen, Denmark,2003-2004,0.825,1.65,F
916,918,Moisés Moura,Centre-Back,24,Spartak Moscow,Premier Liga,KS Samara,Premier Liga,2003-2004,0.8,1.6,D
917,919,Hakan Yakin,Attacking Midfield,26,FC Basel,Super League,Paris SG,Ligue 1,2003-2004,0.8,1.6,M
918,920,Hakan Yakin,Attacking Midfield,26,Paris SG,Ligue 1,FC Basel,Super League,2003-2004,0.8,1.6,M
919,921,Ian Pearce,Centre-Back,29,West Ham,First Division,Fulham,Premier League,2003-2004,0.8,1.6,D
920,922,Martin Taylor,Centre-Back,24,Blackburn,Premier League,Birmingham,Premier League,2003-2004,0.8,1.6,D
921,923,Rudi Skácel,Attacking Midfield,24,Slavia Prag,HET Liga,Marseille,Ligue 1,2003-2004,0.8,1.6,M
922,924,Pablo Guiñazú,Defensive Midfield,25,Newell's, Argentina,Saturn,Premier Liga,2003-2004,0.765,1.53,M
923,925,Luis Perea,Centre-Back,24,Indep. Medellín, Colombia,Boca Juniors, Argentina,2003-2004,0.75,1.5,D
924,926,Tore André Flo,Centre-Forward,30,Sunderland,First Division,Siena,Serie A,2003-2004,0.75,1.5,F
925,927,Denis Kolodin,Centre-Back,21,Uralan, Russia,KS Samara,Premier Liga,2003-2004,0.75,1.5,D
926,928,Hossam Ghaly,Central Midfield,21,Ahly,Premier League,Feyenoord,Eredivisie,2003-2004,0.75,1.5,M
927,929,Tolga Seyhan,Centre-Back,26,Malatyaspor,Süper Lig,Trabzonspor,Süper Lig,2003-2004,0.75,1.5,D
928,930,Vaclav Sverkos,Centre-Forward,19,Banik Ostrava,HET Liga,Bor. M'gladbach,1.Bundesliga,2003-2004,0.75,1.5,F
929,931,Matías Vuoso,Centre-Forward,21,Man City,Premier League,Santos Laguna, Mexico,2003-2004,0.75,1.5,F
930,932,César Prates,Right-Back,28,Sporting CP,Liga NOS,Galatasaray,Süper Lig,2003-2004,0.75,1.5,D
931,933,Cédric Barbosa,Left Winger,27,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2003-2004,0.75,1.5,F
932,934,Claudiu Raducanu,Centre-Forward,27,FCS Bucharest, Romania,Espanyol,LaLiga,2003-2004,0.75,1.5,F
933,935,Mikhail Ashvetia,Centre-Forward,25,Spartak V.,Premier Liga,Loko Moscow,Premier Liga,2003-2004,0.75,1.5,F
934,936,Maciel,Right Winger,25,Leiria,Liga NOS,FC Porto,Liga NOS,2003-2004,0.75,1.5,F
935,937,Mehmet Yozgatli,Right Winger,24,Istanbulspor,Süper Lig,Fenerbahce,Süper Lig,2003-2004,0.75,1.5,F
936,938,Paul Bosvelt,Defensive Midfield,33,Feyenoord,Eredivisie,Man City,Premier League,2003-2004,0.75,1.5,M
937,939,Geoff Horsfield,Centre-Forward,29,Birmingham,Premier League,Wigan,First Division,2003-2004,0.75,1.5,F
938,940,Geoff Horsfield,Centre-Forward,30,Wigan,First Division,West Brom,First Division,2003-2004,0.75,1.5,F
939,941,Fábio Júnior,Centre-Forward,26,Atlético-MG, Brazil,Kashima Antlers,J1 - 2nd Stage,2003-2004,0.75,1.5,F
940,942,Selcuk Sahin,Defensive Midfield,22,Istanbulspor,Süper Lig,Fenerbahce,Süper Lig,2003-2004,0.75,1.5,M
941,943,César Delgado,Right Winger,21,CA Rosario, Argentina,CD Cruz Azul, Mexico,2003-2004,0.75,1.5,F
942,944,Sergey Kornilenko,Centre-Forward,20,Dinamo Minsk,Vysheyshaya Liga,Dynamo Kyiv,Premier Liga,2003-2004,0.75,1.5,F
943,945,Lee Martin,Attacking Midfield,16,MK Dons U18, England,Man Utd U18, England,2003-2004,0.75,1.5,M
944,946,Alejandro Domínguez,Attacking Midfield,22,River Plate, Argentina,Rubin Kazan,Premier Liga,2003-2004,0.75,1.5,M
945,947,Paul Kpaka,Centre-Forward,21,Beerschot AC,Jupiler Pro League,KRC Genk,Jupiler Pro League,2003-2004,0.75,1.5,F
946,948,Marlon King,Centre-Forward,23,Gillingham FC,First Division,Nottm Forest,First Division,2003-2004,0.7,1.4,F
947,949,Okan Koc,Right Winger,21,Genclerbirligi,Süper Lig,Besiktas,Süper Lig,2003-2004,0.7,1.4,F
948,950,Josip Skoko,Central Midfield,27,KRC Genk,Jupiler Pro League,Genclerbirligi,Süper Lig,2003-2004,0.675,1.35,M
949,951,Afonso Alves,Centre-Forward,22,Örgryte, Sweden,Malmö FF, Sweden,2003-2004,0.665,1.33,F
950,952,Matías Delgado,Attacking Midfield,20,Chacarita Jrs, Argentina,FC Basel,Super League,2003-2004,0.65,1.3,M
951,953,Dorin Goian,Centre-Back,23,FCM Bacau, Romania,FCS Bucharest, Romania,2003-2004,0.65,1.3,D
952,954,Kennedy,Right Midfield,23,Hammarby, Sweden,Iraklis,Super League,2003-2004,0.65,1.3,M
953,955,Andrezinho,Central Midfield,20,Flamengo, Brazil,Pohang Steelers," Korea, South",2003-2004,0.65,1.3,M
954,956,Kevin Kilbane,Left Midfield,26,Sunderland,First Division,Everton,Premier League,2003-2004,0.625,1.25,M
955,957,Matt Holland,Central Midfield,29,Ipswich,First Division,Charlton,Premier League,2003-2004,0.625,1.25,M
956,958,Rob Hulse,Centre-Forward,23,Crewe Alexandra,First Division,West Brom,First Division,2003-2004,0.625,1.25,F
957,959,Darren Huckerby,Right Winger,27,Man City,Premier League,Norwich,First Division,2003-2004,0.625,1.25,F
958,960,Richard Dostalek,Central Midfield,29,Slavia Prag,HET Liga,Rubin Kazan,Premier Liga,2003-2004,0.625,1.25,M
959,961,Niclas Jensen,Left-Back,28,Man City,Premier League,Bor. Dortmund,1.Bundesliga,2003-2004,0.625,1.25,D
960,962,Servet Cetin,Centre-Back,22,Denizlispor,Süper Lig,Fenerbahce,Süper Lig,2003-2004,0.6,1.2,D
961,963,Jonathan Blondel,Defensive Midfield,19,Spurs,Premier League,Club Brugge,Jupiler Pro League,2003-2004,0.6,1.2,M
962,964,Chidi Odiah,Right-Back,20,Sheriff, Moldova,CSKA Moscow,Premier Liga,2003-2004,0.6,1.2,D
963,965,Elpídio Silva,Centre-Forward,27,Boavista,Liga NOS,Sporting CP,Liga NOS,2003-2004,0.6,1.2,F
964,966,Alan Lee,Centre-Forward,25,Rotherham Utd.,First Division,Cardiff,First Division,2003-2004,0.6,1.2,F
965,967,Dário,Centre-Forward,26,Coimbra,Liga NOS,Al-Jazira, United Arab Emirates,2003-2004,0.6,1.2,F
966,968,Marcinho Guerreiro,Defensive Midfield,23,Figueirense FC, Brazil,Palmeiras, Brazil,2003-2004,0.6,1.2,M
967,969,Fernando,Centre-Back,23,Flamengo, Brazil,1860 Munich,1.Bundesliga,2003-2004,0.6,1.2,D
968,970,Darijo Srna,Right-Back,21,Hajduk Split, Croatia,Shakhtar D.,Premier Liga,2003-2004,0.6,1.2,D
969,971,Duccio Innocenti,Centre-Back,27,Bari,Serie B,Atalanta,Serie B,2003-2004,0.575,1.15,D
970,972,Habib Bèye,Right-Back,25,R. Strasbourg,Ligue 1,Marseille,Ligue 1,2003-2004,0.55,1.1,D
971,973,Antoine Sibierski,Attacking Midfield,29,Lens,Ligue 1,Man City,Premier League,2003-2004,0.55,1.1,M
972,974,Bernt Haas,Right-Back,25,Sunderland,First Division,West Brom,First Division,2003-2004,0.55,1.1,D
973,975,Roberto Muzzi,Centre-Forward,31,Udinese Calcio,Serie A,Lazio,Serie A,2003-2004,0.55,1.1,F
974,976,Bosingwa,Right-Back,20,Boavista,Liga NOS,FC Porto,Liga NOS,2003-2004,0.5,1.0,D
975,977,Dirk Kuyt,Right Winger,22,FC Utrecht,Eredivisie,Feyenoord,Eredivisie,2003-2004,0.5,1.0,F
976,978,Razvan Rat,Left-Back,22,Rapid Bucharest, Romania,Shakhtar D.,Premier Liga,2003-2004,0.5,1.0,D
977,979,Stjepan Tomas,Centre-Back,27,Como,Serie B,Fenerbahce,Süper Lig,2003-2004,0.5,1.0,D
978,980,Aleksandr Belozerov,Centre-Back,21,Lada Togliatti, Russia,Spartak Moscow,Premier Liga,2003-2004,0.5,1.0,D
979,981,Moritz Volz,Right-Back,20,Arsenal,Premier League,Fulham,Premier League,2003-2004,0.5,1.0,D
980,982,Mehmet Yilmaz,Centre-Forward,24,Samsunspor,Süper Lig,Trabzonspor,Süper Lig,2003-2004,0.5,1.0,F
981,983,Pierre van Hooijdonk,Centre-Forward,33,Feyenoord,Eredivisie,Fenerbahce,Süper Lig,2003-2004,0.5,1.0,F
982,984,Didier Drogba,Centre-Forward,26,Marseille,Ligue 1,Chelsea,Premier League,2004-2005,19.25,38.5,F
983,985,Wayne Rooney,Second Striker,18,Everton,Premier League,Man Utd,Premier League,2004-2005,18.5,37.0,F
984,986,Ricardo Carvalho,Centre-Back,26,FC Porto,Liga NOS,Chelsea,Premier League,2004-2005,15.0,30.0,D
985,987,Émerson,Defensive Midfield,28,AS Roma,Serie A,Juventus,Serie A,2004-2005,14.0,28.0,M
986,988,Samuel Eto'o,Centre-Forward,23,RCD Mallorca,LaLiga,FC Barcelona,LaLiga,2004-2005,13.5,27.0,F
987,989,Wálter Samuel,Centre-Back,26,AS Roma,Serie A,Real Madrid,LaLiga,2004-2005,12.5,25.0,D
988,990,Deco,Attacking Midfield,26,FC Porto,Liga NOS,FC Barcelona,LaLiga,2004-2005,10.5,21.0,M
989,991,Paulo Ferreira,Right-Back,25,FC Porto,Liga NOS,Chelsea,Premier League,2004-2005,10.0,20.0,D
990,992,Djibril Cissé,Centre-Forward,22,AJ Auxerre,Ligue 1,Liverpool,Premier League,2004-2005,10.0,20.0,F
991,993,Jonathan Woodgate,Centre-Back,24,Newcastle,Premier League,Real Madrid,LaLiga,2004-2005,9.15,18.3,D
992,994,Arjen Robben,Right Winger,20,PSV Eindhoven,Eredivisie,Chelsea,Premier League,2004-2005,9.0,18.0,F
993,995,Stefano Fiore,Attacking Midfield,29,Lazio,Serie A,Valencia CF,LaLiga,2004-2005,8.5,17.0,M
994,996,Xabi Alonso,Defensive Midfield,22,Real Sociedad,LaLiga,Liverpool,Premier League,2004-2005,8.0,16.0,M
995,997,Matteo Brighi,Central Midfield,23,Juventus,Serie A,AS Roma,Serie A,2004-2005,8.0,16.0,M
996,998,Zlatan Ibrahimovic,Centre-Forward,22,AFC Ajax,Eredivisie,Juventus,Serie A,2004-2005,8.0,16.0,F
997,999,Carlos Tévez,Second Striker,20,Boca Juniors, Argentina,Corinthians,Série A,2004-2005,7.5,15.0,F
998,1001,Valeri Bojinov,Centre-Forward,18,Lecce,Serie A,Fiorentina,Serie A,2004-2005,7.0,14.0,F
999,1003,Petr Cech,Goalkeeper,22,Stade Rennais,Ligue 1,Chelsea,Premier League,2004-2005,6.5,13.0,G
1000,1004,Jiri Jarosik,Centre-Back,27,CSKA Moscow,Premier Liga,Chelsea,Premier League,2004-2005,6.0,12.0,D
1001,1006,Lúcio,Centre-Back,26,Bay. Leverkusen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2004-2005,6.0,12.0,D
1002,1007,Alex,Centre-Back,22,Santos FC, Brazil,Chelsea,Premier League,2004-2005,5.75,11.5,D
1003,1008,Matteo Brighi,Central Midfield,23,Parma,Serie A,Juventus,Serie A,2004-2005,5.75,11.5,M
1004,1009,Jean-Alain Boumsong,Centre-Back,25,Rangers,Premiership,Newcastle,Premier League,2004-2005,5.65,11.3,D
1005,1011,Nicolas Anelka,Centre-Forward,25,Man City,Premier League,Fenerbahce,Süper Lig,2004-2005,5.35,10.7,F
1006,1013,Carlos Alberto,Attacking Midfield,20,FC Porto,Liga NOS,Corinthians,Série A,2004-2005,5.0,10.0,M
1007,1015,Fabio Cannavaro,Centre-Back,30,Inter,Serie A,Juventus,Serie A,2004-2005,5.0,10.0,D
1008,1016,Jérôme Rothen,Left Midfield,26,Monaco,Ligue 1,Paris SG,Ligue 1,2004-2005,5.0,10.0,M
1009,1017,Péguy Luyindula,Centre-Forward,25,Olympique Lyon,Ligue 1,Marseille,Ligue 1,2004-2005,5.0,10.0,F
1010,1018,Javier Chevantón,Centre-Forward,23,Lecce,Serie A,Monaco,Ligue 1,2004-2005,5.0,10.0,F
1011,1019,Mario Yepes,Centre-Back,28,FC Nantes,Ligue 1,Paris SG,Ligue 1,2004-2005,5.0,10.0,D
1012,1020,Emile Heskey,Centre-Forward,26,Liverpool,Premier League,Birmingham,Premier League,2004-2005,4.66,9.32,F
1013,1021,Fernando Morientes,Centre-Forward,28,Real Madrid,LaLiga,Liverpool,Premier League,2004-2005,4.625,9.25,F
1014,1023,James Beattie,Centre-Forward,26,Southampton,Premier League,Everton,Premier League,2004-2005,4.5,9.0,F
1015,1025,Alan Smith,Central Midfield,23,Leeds,Championship,Man Utd,Premier League,2004-2005,4.5,9.0,M
1016,1026,Luis García,Right Winger,26,FC Barcelona,LaLiga,Liverpool,Premier League,2004-2005,4.375,8.75,F
1017,1027,Fernando Cavenaghi,Centre-Forward,20,River Plate, Argentina,Spartak Moscow,Premier Liga,2004-2005,4.3,8.6,F
1018,1028,Éric Abidal,Left-Back,24,LOSC Lille,Ligue 1,Olympique Lyon,Ligue 1,2004-2005,4.25,8.5,D
1019,1029,Ludovic Giuly,Right Winger,27,Monaco,Ligue 1,FC Barcelona,LaLiga,2004-2005,4.25,8.5,F
1020,1030,Pierre-Alain Frau,Centre-Forward,24,FC Sochaux,Ligue 1,Olympique Lyon,Ligue 1,2004-2005,4.25,8.5,F
1021,1031,Andy Reid,Left Midfield,22,Nottm Forest,Championship,Spurs,Premier League,2004-2005,4.0,8.0,M
1022,1033,Goran Pandev,Second Striker,20,Inter,Serie A,Lazio,Serie A,2004-2005,4.0,8.0,F
1023,1034,Anderson,Central Midfield,16,Grêmio, Brazil,FC Porto,Liga NOS,2004-2005,4.0,8.0,M
1024,1035,Elano,Attacking Midfield,23,Santos FC,Serie A,Shakhtar D.,Premier Liga,2004-2005,3.8,7.6,M
1025,1036,Derlei,Centre-Forward,29,FC Porto,Liga NOS,Dinamo Moscow,Premier Liga,2004-2005,3.75,7.5,F
1026,1038,Tomás Ujfalusi,Centre-Back,26,Hamburger SV,1.Bundesliga,Fiorentina,Serie A,2004-2005,3.75,7.5,D
1027,1039,Hélder Postiga,Centre-Forward,21,Spurs,Premier League,FC Porto,Liga NOS,2004-2005,3.75,7.5,F
1028,1040,James Milner,Central Midfield,18,Leeds,Championship,Newcastle,Premier League,2004-2005,3.7,7.4,M
1029,1041,Barry Ferguson,Defensive Midfield,27,Blackburn,Premier League,Rangers,Premiership,2004-2005,3.625,7.25,M
1030,1043,Michael Dawson,Centre-Back,21,Nottm Forest,Championship,Spurs,Premier League,2004-2005,3.5,7.0,D
1031,1045,Fabrizio Miccoli,Centre-Forward,25,Juventus,Serie A,Fiorentina,Serie A,2004-2005,3.5,7.0,F
1032,1046,Matteo Ferrari,Centre-Back,24,Parma,Serie A,AS Roma,Serie A,2004-2005,3.5,7.0,D
1033,1047,Diego,Attacking Midfield,19,Santos FC, Brazil,FC Porto,Liga NOS,2004-2005,3.5,7.0,M
1034,1048,Mark Viduka,Centre-Forward,28,Leeds,Championship,Middlesbrough,Premier League,2004-2005,3.375,6.75,F
1035,1049,Giampaolo Pazzini,Centre-Forward,20,Atalanta,Serie A,Fiorentina,Serie A,2004-2005,3.25,6.5,F
1036,1051,Giorgio Chiellini,Centre-Back,19,AS Livorno,Serie A,Fiorentina,Serie A,2004-2005,3.25,6.5,D
1037,1052,Luciano Figueroa,Centre-Forward,23,CD Cruz Azul, Mexico,Villarreal CF,LaLiga,2004-2005,3.1,6.2,F
1038,1054,Dean Ashton,Centre-Forward,21,Crewe Alexandra,Championship,Norwich,Premier League,2004-2005,3.0,6.0,F
1039,1056,Juliano Belletti,Right-Back,28,Villarreal CF,LaLiga,FC Barcelona,LaLiga,2004-2005,3.0,6.0,D
1040,1057,Eduardo Costa,Defensive Midfield,21,G. Bordeaux,Ligue 1,Marseille,Ligue 1,2004-2005,3.0,6.0,M
1041,1058,Ricardo Quaresma,Right Winger,20,FC Barcelona,LaLiga,FC Porto,Liga NOS,2004-2005,3.0,6.0,F
1042,1059,Nilmar,Centre-Forward,20,Internacional, Brazil,Olympique Lyon,Ligue 1,2004-2005,2.875,5.75,F
1043,1060,Francisco Lima,Defensive Midfield,33,AS Roma,Serie A,Loko Moscow,Premier Liga,2004-2005,2.85,5.7,M
1044,1061,Edú,Second Striker,25,Celta de Vigo,LaLiga2,Real Betis,LaLiga,2004-2005,2.75,5.5,F
1045,1062,Dario Dainelli,Centre-Back,25,Brescia,Serie A,Fiorentina,Serie A,2004-2005,2.75,5.5,D
1046,1063,Stephen Makinwa,Centre-Forward,21,Genoa,Serie B,Atalanta,Serie A,2004-2005,2.7,5.4,F
1047,1065,Gerard Piqué,Centre-Back,17,Barça Juvenil A, Spain,Man Utd,Premier League,2004-2005,2.625,5.25,D
1048,1066,Sean Davis,Defensive Midfield,24,Fulham,Premier League,Spurs,Premier League,2004-2005,2.6,5.2,M
1049,1067,Fabricio Coloccini,Centre-Back,23,AC Milan,Serie A,Dep. La Coruña,LaLiga,2004-2005,2.5,5.0,D
1050,1068,Franck Ribéry,Left Winger,21,FC Metz,Ligue 1,Galatasaray,Süper Lig,2004-2005,4.5,5.0,F
1051,1070,Mohamed Kallon,Centre-Forward,24,Inter,Serie A,Monaco,Ligue 1,2004-2005,2.5,5.0,F
1052,1071,Simone Barone,Central Midfield,26,Parma,Serie A,US Palermo,Serie A,2004-2005,2.5,5.0,M
1053,1072,Benoît Pedretti,Defensive Midfield,23,FC Sochaux,Ligue 1,Marseille,Ligue 1,2004-2005,2.5,5.0,M
1054,1073,Manuel Almunia,Goalkeeper,27,Celta de Vigo,LaLiga2,Arsenal,Premier League,2004-2005,2.5,5.0,G
1055,1074,Sylvain Armand,Centre-Back,23,FC Nantes,Ligue 1,Paris SG,Ligue 1,2004-2005,2.5,5.0,D
1056,1075,Peter Luccin,Defensive Midfield,25,Celta de Vigo,LaLiga2,Atlético Madrid,LaLiga,2004-2005,2.5,5.0,M
1057,1076,Rodrigo,Centre-Back,24,São Paulo,Serie A,Dynamo Kyiv,Premier Liga,2004-2005,2.5,5.0,D
1058,1077,Jádson,Attacking Midfield,21,Atlético-PR,Serie A,Shakhtar D.,Premier Liga,2004-2005,2.5,5.0,M
1059,1078,Angelos Charisteas,Centre-Forward,24,Werder Bremen,1.Bundesliga,AFC Ajax,Eredivisie,2004-2005,2.45,4.9,F
1060,1080,Robbie Savage,Central Midfield,30,Birmingham,Premier League,Blackburn,Premier League,2004-2005,2.25,4.5,M
1061,1082,Thimothée Atouba,Left-Back,22,FC Basel,Super League,Spurs,Premier League,2004-2005,2.25,4.5,D
1062,1083,Robert Earnshaw,Centre-Forward,23,Cardiff,Championship,West Brom,Premier League,2004-2005,2.25,4.5,F
1063,1084,Robin van Persie,Centre-Forward,20,Feyenoord,Eredivisie,Arsenal,Premier League,2004-2005,2.25,4.5,F
1064,1085,Nemanja Vidic<U+200E>,Centre-Back,22,Red Star, Serbia,Spartak Moscow,Premier Liga,2004-2005,2.225,4.45,D
1065,1086,Michael Carrick,Defensive Midfield,23,West Ham,Championship,Spurs,Premier League,2004-2005,2.05,4.1,M
1066,1087,Benjamin Lauth,Centre-Forward,22,1860 Munich,2.Bundesliga,Hamburger SV,1.Bundesliga,2004-2005,2.05,4.1,F
1067,1088,Clemente Rodríguez,Left-Back,23,Boca Juniors, Argentina,Spartak Moscow,Premier Liga,2004-2005,2.0,4.0,D
1068,1089,Radoslav Kovac,Centre-Back,25,Sparta Praha,HET Liga,Spartak Moscow,Premier Liga,2004-2005,0.05,4.0,D
1069,1090,Robert,Centre-Forward,23,Atlas, Mexico,PSV Eindhoven,Eredivisie,2004-2005,0.05,4.0,F
1070,1092,Alex,Attacking Midfield,26,Cruzeiro, Brazil,Fenerbahce,Süper Lig,2004-2005,2.0,4.0,M
1071,1093,Marcelo Bordon,Centre-Back,28,VfB Stuttgart,1.Bundesliga,FC Schalke 04,1.Bundesliga,2004-2005,2.0,4.0,D
1072,1094,Martin Laursen,Centre-Back,26,AC Milan,Serie A,Aston Villa,Premier League,2004-2005,2.0,4.0,D
1073,1095,Emanuele Calaiò,Centre-Forward,22,Pescara,Serie B,SSC Napoli,Serie C - B,2004-2005,2.0,4.0,F
1074,1096,Ricardo Oliveira,Centre-Forward,24,Valencia CF,LaLiga,Real Betis,LaLiga,2004-2005,2.0,4.0,F
1075,1097,Francis Jeffers,Centre-Forward,23,Arsenal,Premier League,Charlton,Premier League,2004-2005,1.95,3.9,F
1076,1098,Daniel Van Buyten,Centre-Back,26,Marseille,Ligue 1,Hamburger SV,1.Bundesliga,2004-2005,1.9,3.8,D
1077,1099,Martin Albrechtsen,Centre-Back,24,FC Copenhagen,Superligaen,West Brom,Premier League,2004-2005,1.875,3.75,D
1078,1100,Nicky Butt,Central Midfield,29,Man Utd,Premier League,Newcastle,Premier League,2004-2005,1.875,3.75,M
1079,1101,Thomas Buffel,Right Winger,23,Feyenoord,Eredivisie,Rangers,Premiership,2004-2005,1.75,3.5,F
1080,1102,Dudu Cearense,Central Midfield,21,Kashiwa Reysol,J1 League,CSKA Moscow,Premier Liga,2004-2005,2.5,3.5,M
1081,1104,John Carew,Centre-Forward,24,Valencia CF,LaLiga,Besiktas,Süper Lig,2004-2005,1.75,3.5,F
1082,1105,Paul Freier,Right Midfield,24,VfL Bochum,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2004-2005,1.75,3.5,M
1083,1106,Ariza Makukula,Centre-Forward,23,FC Nantes,Ligue 1,Sevilla FC,LaLiga,2004-2005,1.75,3.5,F
1084,1107,Dennis Rommedahl,Right Winger,25,PSV Eindhoven,Eredivisie,Charlton,Premier League,2004-2005,1.75,3.5,F
1085,1108,Cícero,Centre-Forward,18,Braga,Liga NOS,Dinamo Moscow,Premier Liga,2004-2005,1.75,3.5,F
1086,1109,Mariano González,Right Midfield,23,Racing Club, Argentina,US Palermo,Serie A,2004-2005,1.75,3.5,M
1087,1110,Nicolás Burdisso,Centre-Back,23,Boca Juniors, Argentina,Inter,Serie A,2004-2005,1.75,3.5,D
1088,1111,Luís Fabiano,Centre-Forward,23,São Paulo, Brazil,FC Porto,Liga NOS,2004-2005,1.75,3.5,F
1089,1112,Jefferson Farfán,Right Winger,19,Alianza Lima, Peru,PSV Eindhoven,Eredivisie,2004-2005,1.75,3.5,F
1090,1113,Thomas Gravesen,Defensive Midfield,28,Everton,Premier League,Real Madrid,LaLiga,2004-2005,1.7,3.4,M
1091,1115,Jesper Grönkjaer,Left Winger,26,Chelsea,Premier League,Birmingham,Premier League,2004-2005,1.65,3.3,F
1092,1116,Martin Jiranek,Centre-Back,25,Reggina,Serie A,Spartak Moscow,Premier Liga,2004-2005,1.65,3.3,D
1093,1117,Danny Murphy,Central Midfield,27,Liverpool,Premier League,Charlton,Premier League,2004-2005,1.625,3.25,M
1094,1118,Cristian Silvestri,Centre-Back,29,Lecce,Serie A,Catania,Serie B,2004-2005,1.6,3.2,D
1095,1120,Nigel Quashie,Central Midfield,26,Portsmouth,Premier League,Southampton,Premier League,2004-2005,1.575,3.15,M
1096,1121,Amdy Fayé,Defensive Midfield,27,Portsmouth,Premier League,Newcastle,Premier League,2004-2005,3.0,3.0,M
